urun_id,urun_turu,urun_modeli,ana_kategori,alt_kategori,normal_fiyat,indirimli_fiyat,stok_adedi,indirim_satis_adedi,normal_satis_adedi,stok_giris_tarihi,stok_cikis_tarihi,odeme_yontemi,ana_kategori_id,alt_kategori_id
29,Fondöten,Fondöten Modeli 3,Kozmetik,Makyaj,366,349,28,8,17,2024-05-02,2024-05-18,Nakit,2,7
30,Oje,Oje Modeli 7,Kozmetik,Makyaj,263,181,59,44,5,2024-05-18,2024-05-23,Kredi Kartı,2,7
31,Göz Kalemi,Göz Kalemi Modeli 1,Kozmetik,Makyaj,173,89,62,0,22,2024-05-26,2024-05-31,Nakit,2,7
32,Şampuan,Şampuan Modeli 9,Kozmetik,Kişisel Bakım,171,159,43,24,13,2024-05-29,2024-05-30,Kredi Kartı,2,8
33,Saç Kremi,Saç Kremi Modeli 5,Kozmetik,Kişisel Bakım,265,233,68,59,1,2024-05-26,2024-05-31,Kredi Kartı,2,8
34,Diş Fırçası,Diş Fırçası Modeli 7,Kozmetik,Kişisel Bakım,234,201,88,25,49,2024-05-03,2024-05-05,Nakit,2,8
35,Diş İpi,Diş İpi Modeli 7,Kozmetik,Kişisel Bakım,496,463,51,13,30,2024-05-16,2024-05-24,Nakit,2,8
36,Deodorant,Deodorant Modeli 8,Kozmetik,Kişisel Bakım,104,77,25,8,3,2024-05-15,2024-05-24,Kredi Kartı,2,8
37,Parfüm,Parfüm Modeli 6,Kozmetik,Kişisel Bakım,197,104,77,40,35,2024-05-09,2024-05-19,Kredi Kartı,2,8
38,Nemlendirici Krem,Nemlendirici Krem Modeli 10,Kozmetik,Kişisel Bakım,321,255,81,70,5,2024-05-07,2024-05-31,Kredi Kartı,2,8
39,Duş Jeli,Duş Jeli Modeli 9,Kozmetik,Kişisel Bakım,119,59,63,60,0,2024-05-16,2024-05-18,Kredi Kartı,2,8
40,Kese,Kese Modeli 7,Kozmetik,Kişisel Bakım,413,333,70,24,33,2024-05-12,2024-05-26,Nakit,2,8
41,Güneş Kremi,Güneş Kremi Modeli 2,Kozmetik,Kişisel Bakım,379,341,11,3,3,2024-05-09,2024-05-22,Kredi Kartı,2,8
42,Tarak,Tarak Modeli 3,Kozmetik,Kişisel Bakım,118,87,66,24,9,2024-05-14,2024-05-26,Nakit,2,8
43,Süpürge,Süpürge Modeli 4,Elektronik,Küçük Ev Aletleri,412,327,33,10,14,2024-05-21,2024-05-29,Nakit,3,9
44,Robot Süpürge,Robot Süpürge Modeli 4,Elektronik,Küçük Ev Aletleri,351,279,91,33,50,2024-05-25,2024-05-26,Kredi Kartı,3,9
45,Ütü,Ütü Modeli 5,Elektronik,Küçük Ev Aletleri,115,50,86,74,2,2024-05-29,2024-05-30,Kredi Kartı,3,9
46,Kahve Makinesi,Kahve Makinesi Modeli 5,Elektronik,Küçük Ev Aletleri,235,182,72,29,26,2024-05-17,2024-05-27,Nakit,3,9
47,Çay Makinesi,Çay Makinesi Modeli 5,Elektronik,Küçük Ev Aletleri,157,115,30,14,6,2024-05-29,2024-05-30,Kredi Kartı,3,9
48,Blender,Blender Modeli 3,Elektronik,Küçük Ev Aletleri,368,277,37,12,1,2024-05-20,2024-05-28,Nakit,3,9
49,Tost Makinesi,Tost Makinesi Modeli 10,Elektronik,Küçük Ev Aletleri,396,328,53,31,8,2024-05-18,2024-05-29,Kredi Kartı,3,9
50,Su Isıtıcı,Su Isıtıcı Modeli 10,Elektronik,Küçük Ev Aletleri,485,412,62,30,16,2024-05-19,2024-05-29,Nakit,3,9
51,Mikser,Mikser Modeli 3,Elektronik,Küçük Ev Aletleri,473,418,21,0,21,2024-05-01,2024-05-26,Kredi Kartı,3,9
52,Airfryer,Airfryer Modeli 2,Elektronik,Küçük Ev Aletleri,411,350,65,58,4,2024-05-11,2024-05-19,Kredi Kartı,3,9
53,Akıllı Saat,Akıllı Saat Modeli 8,Elektronik,Giyilebilir Teknoloji,329,317,84,4,22,2024-05-19,2024-05-22,Nakit,3,10
54,Akıllı Bileklik,Akıllı Bileklik Modeli 5,Elektronik,Giyilebilir Teknoloji,86,25,90,6,74,2024-05-01,2024-05-22,Kredi Kartı,3,10
55,Android Cep Telefon,Android Cep Telefon Modeli 9,Elektronik,Telefon,306,290,40,16,14,2024-05-08,2024-05-25,Kredi Kartı,3,11
56,iOS Cep Telefon,iOS Cep Telefon Modeli 5,Elektronik,Telefon,387,361,99,50,20,2024-05-29,2024-05-31,Nakit,3,11
57,Buzdolabı,Buzdolabı Modeli 3,Elektronik,Beyaz Eşya,303,290,17,11,3,2024-05-07,2024-05-30,Kredi Kartı,3,12
58,Çamaşır Makinesi,Çamaşır Makinesi Modeli 8,Elektronik,Beyaz Eşya,224,188,79,70,6,2024-05-17,2024-05-20,Kredi Kartı,3,12
59,Bulaşık Makinesi,Bulaşık Makinesi Modeli 2,Elektronik,Beyaz Eşya,226,190,70,55,13,2024-05-03,2024-05-11,Nakit,3,12
60,Kurutma Makinesi,Kurutma Makinesi Modeli 2,Elektronik,Beyaz Eşya,439,424,48,29,15,2024-05-20,2024-05-22,Nakit,3,12
61,Derin Dondurucu,Derin Dondurucu Modeli 5,Elektronik,Beyaz Eşya,255,233,14,3,6,2024-05-08,2024-05-16,Kredi Kartı,3,12
62,Ankastre Set,Ankastre Set Modeli 8,Elektronik,Beyaz Eşya,120,30,37,4,4,2024-05-01,2024-05-02,Kredi Kartı,3,12
63,Kombi,Kombi Modeli 5,Elektronik,Beyaz Eşya,452,361,32,17,11,2024-05-01,2024-05-31,Kredi Kartı,3,12
64,Mikrodalga Fırın,Mikrodalga Fırın Modeli 9,Elektronik,Beyaz Eşya,239,161,16,9,7,2024-05-03,2024-05-07,Nakit,3,12
65,Smart TV,Smart TV Modeli 6,Elektronik,Televizyon,423,403,94,37,12,2024-05-14,2024-05-21,Nakit,3,13
66,Fotoğraf Makinesi,Fotoğraf Makinesi Modeli 9,Elektronik,Kamera,486,396,47,33,13,2024-05-15,2024-05-21,Kredi Kartı,3,14
67,Aksiyon Kamera,Aksiyon Kamera Modeli 2,Elektronik,Kamera,161,151,51,9,9,2024-05-27,2024-05-28,Nakit,3,14
68,Şipşak Fotoğraf Makinesi ,Şipşak Fotoğraf Makinesi  Modeli 2,Elektronik,Kamera,497,457,46,38,2,2024-05-21,2024-05-26,Nakit,3,14
69,Telefon Kılıfı,Telefon Kılıfı Modeli 10,Elektronik,Aksesuarlar,415,332,82,45,24,2024-05-12,2024-05-20,Kredi Kartı,3,15
70,Şarj Aleti,Şarj Aleti Modeli 3,Elektronik,Aksesuarlar,371,295,78,72,2,2024-05-07,2024-05-29,Nakit,3,15
71,Powerbank,Powerbank Modeli 9,Elektronik,Aksesuarlar,332,311,98,90,6,2024-05-12,2024-05-24,Kredi Kartı,3,15
72,Kulaklık,Kulaklık Modeli 1,Elektronik,Aksesuarlar,172,116,56,2,17,2024-05-08,2024-05-14,Kredi Kartı,3,15
73,Hafıza Kartı,Hafıza Kartı Modeli 1,Elektronik,Aksesuarlar,447,358,42,28,3,2024-05-26,2024-05-31,Kredi Kartı,3,15
74,Hoparlör,Hoparlör Modeli 9,Elektronik,Aksesuarlar,277,202,98,63,21,2024-05-21,2024-05-30,Kredi Kartı,3,15
75,Projeksiyon Cihazı,Projeksiyon Cihazı Modeli 5,Elektronik,Aksesuarlar,384,367,100,11,4,2024-05-21,2024-05-31,Kredi Kartı,3,15
76,Kablo & Adaptör,Kablo & Adaptör Modeli 10,Elektronik,Aksesuarlar,362,286,25,13,10,2024-05-12,2024-05-16,Nakit,3,15
77,Tencere,Tencere Modeli 5,Ev,Sofra & Mutfak,262,181,30,3,17,2024-05-10,2024-05-30,Nakit,4,16
78,Yemek Takımı,Yemek Takımı Modeli 5,Ev,Sofra & Mutfak,157,125,14,2,12,2024-05-20,2024-05-21,Nakit,4,16
79,Kahvaltı Takımı,Kahvaltı Takımı Modeli 9,Ev,Sofra & Mutfak,261,215,76,72,3,2024-05-09,2024-05-19,Kredi Kartı,4,16
80,Çatal Bıçak Seti,Çatal Bıçak Seti Modeli 3,Ev,Sofra & Mutfak,211,130,78,27,21,2024-05-26,2024-05-30,Nakit,4,16
81,Fincan Takımı,Fincan Takımı Modeli 4,Ev,Sofra & Mutfak,336,294,76,12,52,2024-05-19,2024-05-26,Kredi Kartı,4,16
82,Bardak,Bardak Modeli 8,Ev,Sofra & Mutfak,77,60,71,38,9,2024-05-03,2024-05-09,Nakit,4,16
83,Hurç,Hurç Modeli 10,Ev,Ev Gereçleri,370,346,38,16,18,2024-05-19,2024-05-25,Kredi Kartı,4,17
84,Çamaşır Sepeti,Çamaşır Sepeti Modeli 1,Ev,Ev Gereçleri,357,309,79,54,16,2024-05-23,2024-05-24,Nakit,4,17
85,Ütü Masası,Ütü Masası Modeli 10,Ev,Ev Gereçleri,306,230,91,9,65,2024-05-30,2024-05-31,Kredi Kartı,4,17
86,Nevresim Takımı,Nevresim Takımı Modeli 5,Ev,Ev Tekstili,354,301,28,15,1,2024-05-08,2024-05-10,Kredi Kartı,4,18
87,Yastık & Yorgan,Yastık & Yorgan Modeli 7,Ev,Ev Tekstili,498,427,48,37,4,2024-05-06,2024-05-18,Kredi Kartı,4,18
88,Koltuk  Örtüsü,Koltuk  Örtüsü Modeli 1,Ev,Ev Tekstili,55,25,95,86,1,2024-05-29,2024-05-30,Kredi Kartı,4,18
89,Perde,Perde Modeli 7,Ev,Ev Tekstili,161,94,46,3,21,2024-05-11,2024-05-24,Kredi Kartı,4,18
90,Paspas,Paspas Modeli 9,Ev,Ev Tekstili,291,271,44,33,7,2024-05-22,2024-05-24,Nakit,4,18
91,Halı,Halı Modeli 4,Ev,Ev Tekstili,440,395,83,62,15,2024-05-07,2024-05-27,Nakit,4,18
92,Havlu & Bornoz,Havlu & Bornoz Modeli 3,Ev,Ev Tekstili,106,61,59,40,2,2024-05-11,2024-05-23,Nakit,4,18
93,Ayna,Ayna Modeli 5,Ev,Ev Dekorasyon,434,339,43,33,9,2024-05-05,2024-05-23,Nakit,4,19
94,Tablo,Tablo Modeli 5,Ev,Ev Dekorasyon,152,54,41,8,29,2024-05-21,2024-05-29,Kredi Kartı,4,19
95,Vazo,Vazo Modeli 7,Ev,Ev Dekorasyon,302,250,67,39,23,2024-05-13,2024-05-22,Kredi Kartı,4,19
96,Duvar Saati,Duvar Saati Modeli 6,Ev,Ev Dekorasyon,243,215,27,25,1,2024-05-08,2024-05-19,Nakit,4,19
97,Avize,Avize Modeli 5,Ev,Ev Aydınlatma,217,120,28,26,1,2024-05-25,2024-05-31,Nakit,4,20
98,Lambader,Lambader Modeli 1,Ev,Ev Dekorasyon,434,423,73,73,0,2024-05-21,2024-05-26,Kredi Kartı,4,19
99,Yatak Odası Takımı,Yatak Odası Takımı Modeli 2,Ev,Mobilya,132,72,18,15,3,2024-05-09,2024-05-20,Nakit,4,21
100,Oturma Odası Takımı,Oturma Odası Takımı Modeli 5,Ev,Mobilya,157,123,39,19,1,2024-05-02,2024-05-15,Kredi Kartı,4,21
101,Bahçe Mobilyası,Bahçe Mobilyası Modeli 7,Ev,Mobilya,221,160,51,28,9,2024-05-11,2024-05-31,Nakit,4,21
102,Genç Odası Takımı,Genç Odası Takımı Modeli 7,Ev,Mobilya,386,337,47,7,34,2024-05-10,2024-05-16,Kredi Kartı,4,21
103,Koltuk Takımı,Koltuk Takımı Modeli 7,Ev,Mobilya,210,114,56,27,26,2024-05-27,2024-05-29,Nakit,4,21
104,Dolap,Dolap Modeli 8,Ev,Mobilya,231,135,58,38,3,2024-05-27,2024-05-30,Nakit,4,21
105,Gardırop,Gardırop Modeli 6,Ev,Mobilya,128,38,51,34,13,2024-05-06,2024-05-11,Nakit,4,21
106,Sandalye,Sandalye Modeli 7,Ev,Mobilya,74,45,74,56,6,2024-05-13,2024-05-25,Nakit,4,21
107,Zigon,Zigon Modeli 3,Ev,Mobilya,89,25,98,76,11,2024-05-17,2024-05-24,Nakit,4,21
108,Spor Ayakkabı,Spor Ayakkabı Modeli 6,Giyim,Ayakkabı,488,396,43,8,3,2024-05-02,2024-05-12,Nakit,1,2
109,Topuklu Ayakkabı,Topuklu Ayakkabı Modeli 8,Giyim,Ayakkabı,307,245,34,11,16,2024-05-16,2024-05-24,Kredi Kartı,1,2
110,Günlük Ayakkabı,Günlük Ayakkabı Modeli 4,Giyim,Ayakkabı,368,297,79,6,64,2024-05-01,2024-05-30,Nakit,1,2
111,Bot,Bot Modeli 2,Giyim,Ayakkabı,194,110,21,12,9,2024-05-20,2024-05-21,Kredi Kartı,1,2
112,Çizme,Çizme Modeli 5,Giyim,Ayakkabı,472,440,93,40,6,2024-05-07,2024-05-12,Kredi Kartı,1,2
113,Terlik,Terlik Modeli 4,Giyim,Ayakkabı,320,225,69,57,11,2024-05-02,2024-05-07,Kredi Kartı,1,2
114,Çocuk Montu,Çocuk Montu Modeli 9,Giyim,Çocuk Giyim,290,249,83,16,57,2024-05-10,2024-05-25,Kredi Kartı,1,3
115,Tişört,Tişört Modeli 2,Giyim,Üst Giyim,232,135,75,25,38,2024-05-03,2024-05-27,Kredi Kartı,1,4
116,Gömlek,Gömlek Modeli 6,Giyim,Üst Giyim,316,234,91,77,1,2024-05-18,2024-05-28,Nakit,1,4
117,Pantalon,Pantalon Modeli 8,Giyim,Alt Giyim,144,97,60,16,7,2024-05-20,2024-05-26,Nakit,1,5
118,Etek,Etek Modeli 5,Giyim,Alt Giyim,391,329,30,25,3,2024-05-12,2024-05-23,Nakit,1,5
119,Kazak,Kazak Modeli 5,Giyim,Üst Giyim,174,139,98,54,4,2024-05-09,2024-05-17,Kredi Kartı,1,4
120,Trençkot,Trençkot Modeli 10,Giyim,Dış Giyim,113,87,96,5,76,2024-05-17,2024-05-26,Kredi Kartı,1,1
121,Hırka,Hırka Modeli 9,Giyim,Üst Giyim,116,104,82,45,29,2024-05-28,2024-05-31,Kredi Kartı,1,4
122,Kol Çantası,Kol Çantası Modeli 6,Giyim,Aksesuar,413,392,23,22,0,2024-05-21,2024-05-28,Nakit,1,6
123,Saat,Saat Modeli 1,Giyim,Aksesuar,130,30,71,36,26,2024-05-07,2024-05-29,Kredi Kartı,1,6
124,Cüzdan,Cüzdan Modeli 3,Giyim,Aksesuar,134,116,48,14,9,2024-05-26,2024-05-27,Nakit,1,6
125,Kolye,Kolye Modeli 8,Giyim,Aksesuar,171,100,13,10,3,2024-05-24,2024-05-28,Kredi Kartı,1,6
126,Yüzük,Yüzük Modeli 4,Giyim,Aksesuar,465,428,46,9,14,2024-05-06,2024-05-30,Kredi Kartı,1,6
127,Bileklik,Bileklik Modeli 6,Giyim,Aksesuar,223,196,55,54,0,2024-05-17,2024-05-19,Nakit,1,6
128,Küpe,Küpe Modeli 1,Giyim,Aksesuar,265,222,79,38,8,2024-05-06,2024-05-31,Kredi Kartı,1,6
129,Atkı,Atkı Modeli 2,Giyim,Aksesuar,182,162,25,6,1,2024-05-22,2024-05-24,Nakit,1,6
130,Bere,Bere Modeli 5,Giyim,Aksesuar,198,98,20,10,9,2024-05-17,2024-05-26,Nakit,1,6
131,Eldiven,Eldiven Modeli 6,Giyim,Aksesuar,388,325,84,57,4,2024-05-13,2024-05-30,Nakit,1,6
132,Kemer,Kemer Modeli 9,Giyim,Aksesuar,198,152,99,80,9,2024-05-15,2024-05-28,Kredi Kartı,1,6
133,Güneş Gözlüğü,Güneş Gözlüğü Modeli 6,Giyim,Aksesuar,292,220,54,13,3,2024-05-17,2024-05-23,Kredi Kartı,1,6
134,Maskara,Maskara Modeli 1,Kozmetik,Makyaj,327,259,87,64,16,2024-05-03,2024-05-05,Kredi Kartı,2,7
135,Ruj,Ruj Modeli 10,Kozmetik,Makyaj,156,91,19,8,8,2024-05-19,2024-05-27,Kredi Kartı,2,7
136,Allık,Allık Modeli 6,Kozmetik,Makyaj,367,337,59,50,0,2024-05-21,2024-05-23,Nakit,2,7
137,Fondöten,Fondöten Modeli 8,Kozmetik,Makyaj,376,281,61,53,0,2024-05-10,2024-05-21,Kredi Kartı,2,7
138,Oje,Oje Modeli 7,Kozmetik,Makyaj,207,118,46,45,1,2024-05-14,2024-05-18,Kredi Kartı,2,7
139,Göz Kalemi,Göz Kalemi Modeli 5,Kozmetik,Makyaj,270,188,49,7,29,2024-05-19,2024-05-30,Kredi Kartı,2,7
140,Şampuan,Şampuan Modeli 7,Kozmetik,Kişisel Bakım,327,311,95,58,0,2024-05-24,2024-05-27,Kredi Kartı,2,8
141,Saç Kremi,Saç Kremi Modeli 2,Kozmetik,Kişisel Bakım,354,276,74,45,19,2024-05-11,2024-05-25,Nakit,2,8
142,Diş Fırçası,Diş Fırçası Modeli 8,Kozmetik,Kişisel Bakım,277,190,95,20,74,2024-05-24,2024-05-25,Nakit,2,8
143,Diş İpi,Diş İpi Modeli 4,Kozmetik,Kişisel Bakım,319,288,52,27,5,2024-05-21,2024-05-26,Nakit,2,8
144,Deodorant,Deodorant Modeli 4,Kozmetik,Kişisel Bakım,444,396,64,5,14,2024-05-14,2024-05-17,Nakit,2,8
145,Parfüm,Parfüm Modeli 6,Kozmetik,Kişisel Bakım,468,420,82,64,0,2024-05-28,2024-05-29,Nakit,2,8
146,Nemlendirici Krem,Nemlendirici Krem Modeli 3,Kozmetik,Kişisel Bakım,116,61,56,1,54,2024-05-16,2024-05-28,Nakit,2,8
147,Duş Jeli,Duş Jeli Modeli 3,Kozmetik,Kişisel Bakım,272,227,60,1,30,2024-05-28,2024-05-31,Kredi Kartı,2,8
148,Kese,Kese Modeli 1,Kozmetik,Kişisel Bakım,279,223,22,11,3,2024-05-18,2024-05-31,Kredi Kartı,2,8
149,Güneş Kremi,Güneş Kremi Modeli 1,Kozmetik,Kişisel Bakım,373,303,41,36,1,2024-05-05,2024-05-21,Kredi Kartı,2,8
150,Tarak,Tarak Modeli 7,Kozmetik,Kişisel Bakım,150,124,51,49,0,2024-05-02,2024-05-23,Nakit,2,8
151,Süpürge,Süpürge Modeli 9,Elektronik,Küçük Ev Aletleri,437,418,42,15,2,2024-05-20,2024-05-27,Nakit,3,9
152,Robot Süpürge,Robot Süpürge Modeli 3,Elektronik,Küçük Ev Aletleri,471,373,62,1,1,2024-05-07,2024-05-12,Kredi Kartı,3,9
153,Ütü,Ütü Modeli 8,Elektronik,Küçük Ev Aletleri,190,120,26,2,9,2024-05-04,2024-05-25,Nakit,3,9
154,Kahve Makinesi,Kahve Makinesi Modeli 1,Elektronik,Küçük Ev Aletleri,463,437,78,53,19,2024-05-26,2024-05-28,Kredi Kartı,3,9
155,Çay Makinesi,Çay Makinesi Modeli 1,Elektronik,Küçük Ev Aletleri,270,248,97,58,17,2024-05-15,2024-05-26,Kredi Kartı,3,9
156,Blender,Blender Modeli 9,Elektronik,Küçük Ev Aletleri,219,128,29,20,9,2024-05-06,2024-05-15,Nakit,3,9
157,Tost Makinesi,Tost Makinesi Modeli 3,Elektronik,Küçük Ev Aletleri,53,43,79,14,3,2024-05-22,2024-05-28,Nakit,3,9
158,Su Isıtıcı,Su Isıtıcı Modeli 10,Elektronik,Küçük Ev Aletleri,343,315,29,14,14,2024-05-17,2024-05-22,Nakit,3,9
159,Mikser,Mikser Modeli 9,Elektronik,Küçük Ev Aletleri,64,25,93,4,78,2024-05-24,2024-05-29,Nakit,3,9
160,Airfryer,Airfryer Modeli 10,Elektronik,Küçük Ev Aletleri,386,344,39,32,6,2024-05-26,2024-05-30,Kredi Kartı,3,9
161,Akıllı Saat,Akıllı Saat Modeli 5,Elektronik,Giyilebilir Teknoloji,80,25,34,22,12,2024-05-19,2024-05-27,Nakit,3,10
162,Akıllı Bileklik,Akıllı Bileklik Modeli 6,Elektronik,Giyilebilir Teknoloji,280,241,52,9,15,2024-05-23,2024-05-27,Kredi Kartı,3,10
163,Android Cep Telefon,Android Cep Telefon Modeli 8,Elektronik,Telefon,291,255,38,24,2,2024-05-23,2024-05-26,Kredi Kartı,3,11
164,Buzdolabı,Buzdolabı Modeli 3,Elektronik,Beyaz Eşya,350,282,89,25,53,2024-05-22,2024-05-25,Kredi Kartı,3,12
165,Çamaşır Makinesi,Çamaşır Makinesi Modeli 5,Elektronik,Beyaz Eşya,105,85,45,5,4,2024-05-20,2024-05-27,Nakit,3,12
166,Bulaşık Makinesi,Bulaşık Makinesi Modeli 3,Elektronik,Beyaz Eşya,217,139,100,26,45,2024-05-24,2024-05-30,Kredi Kartı,3,12
167,Kurutma Makinesi,Kurutma Makinesi Modeli 8,Elektronik,Beyaz Eşya,206,152,60,25,31,2024-05-17,2024-05-28,Nakit,3,12
168,Derin Dondurucu,Derin Dondurucu Modeli 10,Elektronik,Beyaz Eşya,322,304,95,21,46,2024-05-01,2024-05-28,Kredi Kartı,3,12
169,Ankastre Set,Ankastre Set Modeli 10,Elektronik,Beyaz Eşya,341,257,78,17,20,2024-05-21,2024-05-29,Nakit,3,12
170,Kombi,Kombi Modeli 5,Elektronik,Beyaz Eşya,460,449,81,32,2,2024-05-28,2024-05-30,Nakit,3,12
171,Mikrodalga Fırın,Mikrodalga Fırın Modeli 7,Elektronik,Beyaz Eşya,386,358,24,13,7,2024-05-13,2024-05-15,Kredi Kartı,3,12
172,Smart TV,Smart TV Modeli 1,Elektronik,Televizyon,164,78,22,14,5,2024-05-04,2024-05-10,Kredi Kartı,3,13
173,Aksiyon Kamera,Aksiyon Kamera Modeli 3,Elektronik,Kamera,99,55,49,39,10,2024-05-30,2024-05-31,Nakit,3,14
174,Şipşak Fotoğraf Makinesi ,Şipşak Fotoğraf Makinesi  Modeli 5,Elektronik,Kamera,140,75,75,28,37,2024-05-16,2024-05-18,Nakit,3,14
175,Telefon Kılıfı,Telefon Kılıfı Modeli 2,Elektronik,Aksesuarlar,338,259,22,22,0,2024-05-06,2024-05-22,Kredi Kartı,3,15
176,Şarj Aleti,Şarj Aleti Modeli 4,Elektronik,Aksesuarlar,272,208,75,7,13,2024-05-20,2024-05-31,Kredi Kartı,3,15
177,Powerbank,Powerbank Modeli 4,Elektronik,Aksesuarlar,395,379,99,75,17,2024-05-04,2024-05-18,Nakit,3,15
178,Kulaklık,Kulaklık Modeli 5,Elektronik,Aksesuarlar,447,384,15,8,1,2024-05-02,2024-05-10,Kredi Kartı,3,15
179,Hafıza Kartı,Hafıza Kartı Modeli 6,Elektronik,Aksesuarlar,327,278,75,1,14,2024-05-16,2024-05-26,Nakit,3,15
180,Hoparlör,Hoparlör Modeli 2,Elektronik,Aksesuarlar,185,171,56,51,2,2024-05-04,2024-05-29,Kredi Kartı,3,15
181,Projeksiyon Cihazı,Projeksiyon Cihazı Modeli 9,Elektronik,Aksesuarlar,101,69,53,21,21,2024-05-25,2024-05-26,Kredi Kartı,3,15
182,HDMI Kablo,HDMI Kablo Modeli 7,Elektronik,Aksesuarlar,313,271,74,46,22,2024-05-22,2024-05-31,Nakit,3,15
183,Tencere,Tencere Modeli 1,Ev,Sofra & Mutfak,481,393,30,11,2,2024-05-26,2024-05-28,Kredi Kartı,4,16
184,Yemek Takımı,Yemek Takımı Modeli 2,Ev,Sofra & Mutfak,476,425,30,28,1,2024-05-06,2024-05-24,Kredi Kartı,4,16
185,Kahvaltı Takımı,Kahvaltı Takımı Modeli 10,Ev,Sofra & Mutfak,218,179,92,81,10,2024-05-15,2024-05-24,Kredi Kartı,4,16
186,Çatal Bıçak Seti,Çatal Bıçak Seti Modeli 6,Ev,Sofra & Mutfak,395,350,98,37,55,2024-05-10,2024-05-14,Nakit,4,16
187,Fincan Takımı,Fincan Takımı Modeli 4,Ev,Sofra & Mutfak,227,182,17,7,7,2024-05-15,2024-05-16,Kredi Kartı,4,16
