urun_id,urun_turu,urun_modeli,ana_kategori,alt_kategori,normal_fiyat,indirimli_fiyat,stok_adedi,indirim_satis_adedi,normal_satis_adedi,stok_giris_tarihi,stok_cikis_tarihi,odeme_yontemi,ana_kategori_id,alt_kategori_id
141,Deodorant,Deodorant Modeli 5,Kozmetik,Kişisel Bakım,474,380,87,28,10,2024-04-26,2024-04-30,Nakit,2,8
142,Parfüm,Parfüm Modeli 1,Kozmetik,Kişisel Bakım,441,368,18,8,8,2024-04-08,2024-04-27,Nakit,2,8
143,Nemlendirici Krem,Nemlendirici Krem Modeli 9,Kozmetik,Kişisel Bakım,397,324,51,8,1,2024-04-26,2024-04-28,Nakit,2,8
144,Duş Jeli,Duş Jeli Modeli 3,Kozmetik,Kişisel Bakım,370,275,98,43,44,2024-04-11,2024-04-24,Nakit,2,8
145,Kese,Kese Modeli 4,Kozmetik,Kişisel Bakım,158,86,58,27,1,2024-04-02,2024-04-24,Nakit,2,8
146,Güneş Kremi,Güneş Kremi Modeli 4,Kozmetik,Kişisel Bakım,238,221,12,10,1,2024-04-04,2024-04-17,Kredi Kartı,2,8
147,Tarak,Tarak Modeli 10,Kozmetik,Kişisel Bakım,220,145,32,10,15,2024-04-02,2024-04-12,Nakit,2,8
148,Robot Süpürge,Robot Süpürge Modeli 3,Elektronik,Küçük Ev Aletleri,467,419,48,23,17,2024-04-03,2024-04-29,Kredi Kartı,3,9
149,Ütü,Ütü Modeli 2,Elektronik,Küçük Ev Aletleri,273,246,52,8,17,2024-04-06,2024-04-22,Nakit,3,9
150,Kahve Makinesi,Kahve Makinesi Modeli 6,Elektronik,Küçük Ev Aletleri,311,236,76,76,0,2024-04-02,2024-04-20,Kredi Kartı,3,9
151,Çay Makinesi,Çay Makinesi Modeli 9,Elektronik,Küçük Ev Aletleri,155,103,79,39,9,2024-04-18,2024-04-21,Nakit,3,9
152,Blender,Blender Modeli 2,Elektronik,Küçük Ev Aletleri,266,224,64,55,2,2024-04-16,2024-04-30,Nakit,3,9
153,Tost Makinesi,Tost Makinesi Modeli 2,Elektronik,Küçük Ev Aletleri,468,452,39,13,25,2024-04-01,2024-04-07,Kredi Kartı,3,9
154,Su Isıtıcı,Su Isıtıcı Modeli 10,Elektronik,Küçük Ev Aletleri,353,296,47,14,21,2024-04-24,2024-04-28,Kredi Kartı,3,9
155,Mikser,Mikser Modeli 6,Elektronik,Küçük Ev Aletleri,418,366,70,5,45,2024-04-15,2024-04-26,Nakit,3,9
156,Airfryer,Airfryer Modeli 2,Elektronik,Küçük Ev Aletleri,420,369,67,16,26,2024-04-12,2024-04-26,Nakit,3,9
157,Akıllı Saat,Akıllı Saat Modeli 7,Elektronik,Giyilebilir Teknoloji,249,155,11,8,2,2024-04-21,2024-04-25,Nakit,3,10
158,Akıllı Bileklik,Akıllı Bileklik Modeli 2,Elektronik,Giyilebilir Teknoloji,241,175,17,9,5,2024-04-12,2024-04-27,Kredi Kartı,3,10
159,Android Cep Telefon,Android Cep Telefon Modeli 9,Elektronik,Telefon,202,134,61,12,6,2024-04-26,2024-04-28,Nakit,3,11
160,iOS Cep Telefon,iOS Cep Telefon Modeli 2,Elektronik,Telefon,488,389,55,53,2,2024-04-18,2024-04-20,Nakit,3,11
161,Buzdolabı,Buzdolabı Modeli 3,Elektronik,Beyaz Eşya,448,367,11,4,5,2024-04-01,2024-04-15,Kredi Kartı,3,12
162,Çamaşır Makinesi,Çamaşır Makinesi Modeli 10,Elektronik,Beyaz Eşya,460,407,78,51,11,2024-04-14,2024-04-27,Nakit,3,12
163,Bulaşık Makinesi,Bulaşık Makinesi Modeli 4,Elektronik,Beyaz Eşya,183,89,48,15,26,2024-04-05,2024-04-07,Nakit,3,12
164,Kurutma Makinesi,Kurutma Makinesi Modeli 1,Elektronik,Beyaz Eşya,491,453,41,31,5,2024-04-05,2024-04-09,Nakit,3,12
165,Derin Dondurucu,Derin Dondurucu Modeli 2,Elektronik,Beyaz Eşya,71,45,63,13,6,2024-04-18,2024-04-28,Kredi Kartı,3,12
166,Ankastre Set,Ankastre Set Modeli 8,Elektronik,Beyaz Eşya,65,25,75,18,23,2024-04-22,2024-04-30,Kredi Kartı,3,12
167,Kombi,Kombi Modeli 3,Elektronik,Beyaz Eşya,278,229,79,78,0,2024-04-17,2024-04-22,Kredi Kartı,3,12
168,Mikrodalga Fırın,Mikrodalga Fırın Modeli 10,Elektronik,Beyaz Eşya,103,37,33,6,25,2024-04-20,2024-04-25,Kredi Kartı,3,12
169,Smart TV,Smart TV Modeli 7,Elektronik,Televizyon,304,244,33,14,12,2024-04-08,2024-04-15,Kredi Kartı,3,13
170,Fotoğraf Makinesi,Fotoğraf Makinesi Modeli 5,Elektronik,Kamera,304,215,70,59,3,2024-04-22,2024-04-30,Nakit,3,14
171,Aksiyon Kamera,Aksiyon Kamera Modeli 2,Elektronik,Kamera,345,258,77,21,14,2024-04-16,2024-04-23,Kredi Kartı,3,14
172,Şipşak Fotoğraf Makinesi ,Şipşak Fotoğraf Makinesi  Modeli 9,Elektronik,Kamera,85,65,83,4,51,2024-04-19,2024-04-27,Nakit,3,14
173,Telefon Kılıfı,Telefon Kılıfı Modeli 5,Elektronik,Aksesuarlar,418,330,97,11,6,2024-04-15,2024-04-30,Nakit,3,15
174,Şarj Aleti,Şarj Aleti Modeli 3,Elektronik,Aksesuarlar,174,113,33,29,1,2024-04-17,2024-04-21,Kredi Kartı,3,15
175,Powerbank,Powerbank Modeli 9,Elektronik,Aksesuarlar,437,360,23,18,2,2024-04-06,2024-04-29,Kredi Kartı,3,15
176,Kulaklık,Kulaklık Modeli 5,Elektronik,Aksesuarlar,228,201,10,9,0,2024-04-26,2024-04-29,Kredi Kartı,3,15
177,Hafıza Kartı,Hafıza Kartı Modeli 7,Elektronik,Aksesuarlar,346,261,24,3,20,2024-04-05,2024-04-14,Kredi Kartı,3,15
178,Hoparlör,Hoparlör Modeli 5,Elektronik,Aksesuarlar,374,351,31,15,16,2024-04-23,2024-04-29,Nakit,3,15
179,Tv Kumandası,Tv Kumandası Modeli 5,Elektronik,Aksesuarlar,406,326,94,11,53,2024-04-20,2024-04-28,Nakit,3,15
180,HDMI Kablo,HDMI Kablo Modeli 8,Elektronik,Aksesuarlar,197,149,54,36,12,2024-04-24,2024-04-25,Kredi Kartı,3,15
181,Kablo & Adaptör,Kablo & Adaptör Modeli 5,Elektronik,Aksesuarlar,154,89,72,57,13,2024-04-29,2024-04-30,Nakit,3,15
182,Tencere,Tencere Modeli 8,Ev,Sofra & Mutfak,274,260,64,54,9,2024-04-17,2024-04-20,Kredi Kartı,4,16
183,Kahvaltı Takımı,Kahvaltı Takımı Modeli 1,Ev,Sofra & Mutfak,476,423,36,1,22,2024-04-09,2024-04-29,Kredi Kartı,4,16
184,Çatal Bıçak Seti,Çatal Bıçak Seti Modeli 2,Ev,Sofra & Mutfak,258,230,16,5,7,2024-04-27,2024-04-30,Nakit,4,16
185,Fincan Takımı,Fincan Takımı Modeli 6,Ev,Sofra & Mutfak,194,115,74,4,30,2024-04-03,2024-04-17,Kredi Kartı,4,16
186,Bardak,Bardak Modeli 5,Ev,Sofra & Mutfak,208,126,65,3,62,2024-04-11,2024-04-21,Kredi Kartı,4,16
187,Hurç,Hurç Modeli 7,Ev,Ev Gereçleri,479,381,21,16,2,2024-04-07,2024-04-08,Nakit,4,17
