urun_id,urun_turu,urun_modeli,ana_kategori,alt_kategori,normal_fiyat,indirimli_fiyat,stok_adedi,indirim_satis_adedi,normal_satis_adedi,stok_giris_tarihi,stok_cikis_tarihi,odeme_yontemi,ana_kategori_id,alt_kategori_id
49,Tost Makinesi,Tost Makinesi Modeli 7,Elektronik,Küçük Ev Aletleri,186,142,57,45,4,2024-01-15,2024-01-23,Kredi Kartı,3,9
50,Su Isıtıcı,Su Isıtıcı Modeli 2,Elektronik,Küçük Ev Aletleri,418,328,89,6,3,2024-01-08,2024-01-24,Kredi Kartı,3,9
51,Mikser,Mikser Modeli 4,Elektronik,Küçük Ev Aletleri,159,118,33,25,1,2024-01-11,2024-01-14,Kredi Kartı,3,9
52,Airfryer,Airfryer Modeli 1,Elektronik,Küçük Ev Aletleri,348,273,17,12,3,2024-01-07,2024-01-15,Kredi Kartı,3,9
53,Akıllı Saat,Akıllı Saat Modeli 2,Elektronik,Giyilebilir Teknoloji,242,180,50,12,35,2024-01-14,2024-01-31,Kredi Kartı,3,10
54,Akıllı Bileklik,Akıllı Bileklik Modeli 6,Elektronik,Giyilebilir Teknoloji,193,174,41,24,0,2024-01-12,2024-01-30,Nakit,3,10
55,Android Cep Telefon,Android Cep Telefon Modeli 5,Elektronik,Telefon,455,426,37,14,12,2024-01-03,2024-01-30,Kredi Kartı,3,11
56,iOS Cep Telefon,iOS Cep Telefon Modeli 10,Elektronik,Telefon,167,120,26,23,1,2024-01-22,2024-01-29,Kredi Kartı,3,11
57,Buzdolabı,Buzdolabı Modeli 10,Elektronik,Beyaz Eşya,492,400,24,13,8,2024-01-25,2024-01-26,Nakit,3,12
58,Çamaşır Makinesi,Çamaşır Makinesi Modeli 1,Elektronik,Beyaz Eşya,216,137,40,13,23,2024-01-02,2024-01-08,Kredi Kartı,3,12
59,Bulaşık Makinesi,Bulaşık Makinesi Modeli 8,Elektronik,Beyaz Eşya,417,321,39,27,10,2024-01-01,2024-01-05,Nakit,3,12
60,Kurutma Makinesi,Kurutma Makinesi Modeli 10,Elektronik,Beyaz Eşya,140,73,37,27,0,2024-01-10,2024-01-22,Nakit,3,12
61,Derin Dondurucu,Derin Dondurucu Modeli 2,Elektronik,Beyaz Eşya,334,290,72,26,24,2024-01-04,2024-01-09,Nakit,3,12
62,Ankastre Set,Ankastre Set Modeli 4,Elektronik,Beyaz Eşya,158,105,54,53,1,2024-01-08,2024-01-26,Nakit,3,12
63,Kombi,Kombi Modeli 2,Elektronik,Beyaz Eşya,152,123,66,16,42,2024-01-08,2024-01-18,Nakit,3,12
64,Mikrodalga Fırın,Mikrodalga Fırın Modeli 6,Elektronik,Beyaz Eşya,437,356,60,59,0,2024-01-24,2024-01-25,Kredi Kartı,3,12
65,Smart TV,Smart TV Modeli 8,Elektronik,Televizyon,461,405,13,4,1,2024-01-21,2024-01-23,Kredi Kartı,3,13
66,Fotoğraf Makinesi,Fotoğraf Makinesi Modeli 6,Elektronik,Kamera,162,65,38,36,0,2024-01-26,2024-01-28,Kredi Kartı,3,14
67,Aksiyon Kamera,Aksiyon Kamera Modeli 4,Elektronik,Kamera,465,393,74,62,4,2024-01-11,2024-01-19,Nakit,3,14
68,Şipşak Fotoğraf Makinesi ,Şipşak Fotoğraf Makinesi  Modeli 2,Elektronik,Kamera,272,178,12,5,7,2024-01-13,2024-01-30,Nakit,3,14
69,Telefon Kılıfı,Telefon Kılıfı Modeli 6,Elektronik,Aksesuarlar,124,56,23,5,6,2024-01-30,2024-01-31,Kredi Kartı,3,15
70,Powerbank,Powerbank Modeli 4,Elektronik,Aksesuarlar,320,260,25,10,15,2024-01-05,2024-01-20,Nakit,3,15
71,Kulaklık,Kulaklık Modeli 10,Elektronik,Aksesuarlar,407,342,22,20,2,2024-01-06,2024-01-21,Kredi Kartı,3,15
72,Hafıza Kartı,Hafıza Kartı Modeli 3,Elektronik,Aksesuarlar,479,440,65,32,4,2024-01-27,2024-01-29,Nakit,3,15
73,Hoparlör,Hoparlör Modeli 2,Elektronik,Aksesuarlar,385,291,57,35,1,2024-01-15,2024-01-24,Nakit,3,15
74,Projeksiyon Cihazı,Projeksiyon Cihazı Modeli 7,Elektronik,Aksesuarlar,205,125,66,44,11,2024-01-21,2024-01-29,Kredi Kartı,3,15
75,Tv Kumandası,Tv Kumandası Modeli 7,Elektronik,Aksesuarlar,94,58,73,31,3,2024-01-29,2024-01-30,Kredi Kartı,3,15
76,HDMI Kablo,HDMI Kablo Modeli 4,Elektronik,Aksesuarlar,200,176,43,14,6,2024-01-04,2024-01-22,Nakit,3,15
77,Kablo & Adaptör,Kablo & Adaptör Modeli 7,Elektronik,Aksesuarlar,460,397,34,15,6,2024-01-19,2024-01-21,Kredi Kartı,3,15
78,Tencere,Tencere Modeli 8,Ev,Sofra & Mutfak,220,175,12,6,2,2024-01-03,2024-01-08,Kredi Kartı,4,16
79,Yemek Takımı,Yemek Takımı Modeli 5,Ev,Sofra & Mutfak,208,145,26,18,2,2024-01-08,2024-01-30,Kredi Kartı,4,16
80,Kahvaltı Takımı,Kahvaltı Takımı Modeli 10,Ev,Sofra & Mutfak,82,25,33,28,1,2024-01-08,2024-01-11,Nakit,4,16
81,Çatal Bıçak Seti,Çatal Bıçak Seti Modeli 4,Ev,Sofra & Mutfak,106,38,16,13,0,2024-01-08,2024-01-12,Nakit,4,16
82,Fincan Takımı,Fincan Takımı Modeli 9,Ev,Sofra & Mutfak,500,445,88,58,14,2024-01-25,2024-01-28,Nakit,4,16
83,Bardak,Bardak Modeli 6,Ev,Sofra & Mutfak,89,63,97,10,31,2024-01-17,2024-01-29,Nakit,4,16
84,Hurç,Hurç Modeli 3,Ev,Ev Gereçleri,399,329,63,40,8,2024-01-15,2024-01-25,Kredi Kartı,4,17
85,Askı,Askı Modeli 4,Ev,Ev Gereçleri,259,225,75,44,12,2024-01-27,2024-01-30,Nakit,4,17
86,Çamaşır Sepeti,Çamaşır Sepeti Modeli 4,Ev,Ev Gereçleri,434,347,45,19,16,2024-01-02,2024-01-15,Kredi Kartı,4,17
87,Ütü Masası,Ütü Masası Modeli 1,Ev,Ev Gereçleri,266,231,23,11,10,2024-01-17,2024-01-27,Nakit,4,17
88,Yastık & Yorgan,Yastık & Yorgan Modeli 8,Ev,Ev Tekstili,241,150,71,64,3,2024-01-12,2024-01-24,Nakit,4,18
89,Koltuk  Örtüsü,Koltuk  Örtüsü Modeli 7,Ev,Ev Tekstili,195,120,83,54,6,2024-01-22,2024-01-31,Nakit,4,18
90,Perde,Perde Modeli 2,Ev,Ev Tekstili,326,270,32,24,7,2024-01-12,2024-01-28,Kredi Kartı,4,18
91,Halı,Halı Modeli 5,Ev,Ev Tekstili,52,25,82,19,37,2024-01-19,2024-01-29,Kredi Kartı,4,18
92,Havlu & Bornoz,Havlu & Bornoz Modeli 4,Ev,Ev Tekstili,305,227,97,80,17,2024-01-11,2024-01-22,Kredi Kartı,4,18
93,Ayna,Ayna Modeli 6,Ev,Ev Dekorasyon,138,74,10,3,1,2024-01-06,2024-01-30,Nakit,4,19
94,Tablo,Tablo Modeli 4,Ev,Ev Dekorasyon,189,135,93,37,9,2024-01-24,2024-01-25,Kredi Kartı,4,19
95,Vazo,Vazo Modeli 3,Ev,Ev Dekorasyon,151,112,19,2,5,2024-01-07,2024-01-22,Kredi Kartı,4,19
96,Duvar Saati,Duvar Saati Modeli 4,Ev,Ev Dekorasyon,129,56,53,15,26,2024-01-22,2024-01-28,Nakit,4,19
97,Lambader,Lambader Modeli 6,Ev,Ev Dekorasyon,287,243,11,6,5,2024-01-05,2024-01-18,Nakit,4,19
98,Yatak Odası Takımı,Yatak Odası Takımı Modeli 6,Ev,Mobilya,478,399,73,2,43,2024-01-06,2024-01-16,Nakit,4,21
99,Oturma Odası Takımı,Oturma Odası Takımı Modeli 2,Ev,Mobilya,87,25,64,12,48,2024-01-24,2024-01-26,Nakit,4,21
100,Bahçe Mobilyası,Bahçe Mobilyası Modeli 10,Ev,Mobilya,81,25,23,23,0,2024-01-26,2024-01-30,Kredi Kartı,4,21
101,Yemek Odası Takımı,Yemek Odası Takımı Modeli 10,Ev,Mobilya,388,365,51,10,9,2024-01-11,2024-01-25,Nakit,4,21
102,Genç Odası Takımı,Genç Odası Takımı Modeli 6,Ev,Mobilya,226,213,70,59,9,2024-01-21,2024-01-23,Nakit,4,21
103,Koltuk Takımı,Koltuk Takımı Modeli 4,Ev,Mobilya,113,40,22,11,5,2024-01-17,2024-01-25,Nakit,4,21
104,Dolap,Dolap Modeli 8,Ev,Mobilya,435,425,23,10,10,2024-01-29,2024-01-31,Nakit,4,21
105,Sandalye,Sandalye Modeli 4,Ev,Mobilya,336,323,79,35,0,2024-01-25,2024-01-28,Nakit,4,21
106,Zigon,Zigon Modeli 10,Ev,Mobilya,240,216,56,49,4,2024-01-28,2024-01-29,Kredi Kartı,4,21
107,Mont,Mont Modeli 6,Giyim,Dış Giyim,164,154,68,51,8,2024-01-30,2024-01-31,Nakit,1,1
108,Spor Ayakkabı,Spor Ayakkabı Modeli 5,Giyim,Ayakkabı,213,129,72,20,14,2024-01-10,2024-01-30,Nakit,1,2
109,Topuklu Ayakkabı,Topuklu Ayakkabı Modeli 6,Giyim,Ayakkabı,227,161,42,0,15,2024-01-16,2024-01-28,Kredi Kartı,1,2
110,Günlük Ayakkabı,Günlük Ayakkabı Modeli 7,Giyim,Ayakkabı,148,88,91,84,6,2024-01-28,2024-01-29,Kredi Kartı,1,2
111,Bot,Bot Modeli 6,Giyim,Ayakkabı,314,270,62,45,9,2024-01-14,2024-01-24,Kredi Kartı,1,2
112,Çizme,Çizme Modeli 5,Giyim,Ayakkabı,89,51,27,1,17,2024-01-22,2024-01-25,Nakit,1,2
113,Terlik,Terlik Modeli 3,Giyim,Ayakkabı,341,319,57,25,25,2024-01-10,2024-01-18,Nakit,1,2
114,Çocuk Montu,Çocuk Montu Modeli 1,Giyim,Çocuk Giyim,418,327,34,21,4,2024-01-19,2024-01-23,Kredi Kartı,1,3
115,Tişört,Tişört Modeli 7,Giyim,Üst Giyim,239,226,86,79,1,2024-01-19,2024-01-25,Nakit,1,4
116,Gömlek,Gömlek Modeli 8,Giyim,Üst Giyim,159,88,52,24,24,2024-01-06,2024-01-24,Nakit,1,4
117,Pantalon,Pantalon Modeli 9,Giyim,Alt Giyim,406,346,25,11,11,2024-01-27,2024-01-28,Kredi Kartı,1,5
118,Etek,Etek Modeli 3,Giyim,Alt Giyim,140,75,23,10,3,2024-01-18,2024-01-20,Nakit,1,5
119,Trençkot,Trençkot Modeli 6,Giyim,Dış Giyim,279,187,43,32,4,2024-01-30,2024-01-31,Kredi Kartı,1,1
120,Hırka,Hırka Modeli 2,Giyim,Üst Giyim,139,50,28,20,8,2024-01-21,2024-01-22,Nakit,1,4
121,Kol Çantası,Kol Çantası Modeli 6,Giyim,Aksesuar,124,76,26,1,9,2024-01-30,2024-01-31,Nakit,1,6
122,Saat,Saat Modeli 3,Giyim,Aksesuar,440,406,31,13,5,2024-01-02,2024-01-13,Kredi Kartı,1,6
123,Kolye,Kolye Modeli 4,Giyim,Aksesuar,459,415,78,56,6,2024-01-27,2024-01-29,Nakit,1,6
124,Yüzük,Yüzük Modeli 3,Giyim,Aksesuar,195,158,24,8,14,2024-01-18,2024-01-30,Nakit,1,6
125,Bileklik,Bileklik Modeli 10,Giyim,Aksesuar,458,358,35,34,1,2024-01-13,2024-01-15,Nakit,1,6
126,Küpe,Küpe Modeli 8,Giyim,Aksesuar,78,56,28,6,6,2024-01-08,2024-01-26,Kredi Kartı,1,6
127,Atkı,Atkı Modeli 1,Giyim,Aksesuar,341,290,99,33,10,2024-01-10,2024-01-13,Kredi Kartı,1,6
128,Bere,Bere Modeli 8,Giyim,Aksesuar,440,405,40,14,6,2024-01-27,2024-01-30,Kredi Kartı,1,6
129,Eldiven,Eldiven Modeli 1,Giyim,Aksesuar,492,406,48,23,13,2024-01-29,2024-01-31,Kredi Kartı,1,6
130,Kemer,Kemer Modeli 4,Giyim,Aksesuar,409,366,33,3,20,2024-01-20,2024-01-27,Nakit,1,6
131,Güneş Gözlüğü,Güneş Gözlüğü Modeli 9,Giyim,Aksesuar,445,360,80,59,20,2024-01-25,2024-01-31,Kredi Kartı,1,6
132,Ruj,Ruj Modeli 4,Kozmetik,Makyaj,144,132,81,60,11,2024-01-13,2024-01-14,Nakit,2,7
133,Allık,Allık Modeli 4,Kozmetik,Makyaj,398,324,33,16,14,2024-01-13,2024-01-21,Nakit,2,7
134,Fondöten,Fondöten Modeli 2,Kozmetik,Makyaj,467,435,68,68,0,2024-01-11,2024-01-16,Kredi Kartı,2,7
135,Oje,Oje Modeli 6,Kozmetik,Makyaj,487,407,90,24,14,2024-01-20,2024-01-25,Nakit,2,7
136,Göz Kalemi,Göz Kalemi Modeli 2,Kozmetik,Makyaj,452,417,99,45,3,2024-01-08,2024-01-19,Kredi Kartı,2,7
137,Saç Kremi,Saç Kremi Modeli 2,Kozmetik,Kişisel Bakım,68,25,72,3,32,2024-01-07,2024-01-16,Kredi Kartı,2,8
138,Diş Fırçası,Diş Fırçası Modeli 4,Kozmetik,Kişisel Bakım,433,350,51,47,4,2024-01-25,2024-01-30,Kredi Kartı,2,8
139,Diş Macunu,Diş Macunu Modeli 7,Kozmetik,Kişisel Bakım,285,206,25,3,9,2024-01-05,2024-01-22,Nakit,2,8
140,Diş İpi,Diş İpi Modeli 5,Kozmetik,Kişisel Bakım,362,272,10,2,0,2024-01-21,2024-01-25,Nakit,2,8
141,Deodorant,Deodorant Modeli 7,Kozmetik,Kişisel Bakım,386,329,70,11,14,2024-01-24,2024-01-31,Nakit,2,8
142,Parfüm,Parfüm Modeli 2,Kozmetik,Kişisel Bakım,348,302,42,14,12,2024-01-29,2024-01-30,Nakit,2,8
143,Kese,Kese Modeli 6,Kozmetik,Kişisel Bakım,130,116,79,54,15,2024-01-23,2024-01-24,Kredi Kartı,2,8
144,Güneş Kremi,Güneş Kremi Modeli 5,Kozmetik,Kişisel Bakım,108,48,68,16,16,2024-01-10,2024-01-15,Nakit,2,8
145,Tarak,Tarak Modeli 10,Kozmetik,Kişisel Bakım,463,440,10,8,1,2024-01-19,2024-01-23,Kredi Kartı,2,8
146,Süpürge,Süpürge Modeli 3,Elektronik,Küçük Ev Aletleri,285,237,95,7,38,2024-01-19,2024-01-23,Nakit,3,9
147,Robot Süpürge,Robot Süpürge Modeli 8,Elektronik,Küçük Ev Aletleri,484,454,96,45,32,2024-01-20,2024-01-31,Nakit,3,9
148,Ütü,Ütü Modeli 4,Elektronik,Küçük Ev Aletleri,331,235,12,10,2,2024-01-27,2024-01-29,Kredi Kartı,3,9
149,Kahve Makinesi,Kahve Makinesi Modeli 1,Elektronik,Küçük Ev Aletleri,360,301,76,73,2,2024-01-27,2024-01-28,Nakit,3,9
150,Çay Makinesi,Çay Makinesi Modeli 4,Elektronik,Küçük Ev Aletleri,219,174,27,27,0,2024-01-13,2024-01-20,Kredi Kartı,3,9
151,Blender,Blender Modeli 8,Elektronik,Küçük Ev Aletleri,458,422,16,9,6,2024-01-02,2024-01-15,Kredi Kartı,3,9
152,Tost Makinesi,Tost Makinesi Modeli 10,Elektronik,Küçük Ev Aletleri,329,288,34,20,3,2024-01-02,2024-01-04,Nakit,3,9
153,Su Isıtıcı,Su Isıtıcı Modeli 5,Elektronik,Küçük Ev Aletleri,323,224,99,14,0,2024-01-10,2024-01-20,Kredi Kartı,3,9
154,Mikser,Mikser Modeli 10,Elektronik,Küçük Ev Aletleri,450,364,96,89,2,2024-01-21,2024-01-23,Kredi Kartı,3,9
155,Airfryer,Airfryer Modeli 9,Elektronik,Küçük Ev Aletleri,203,190,86,69,10,2024-01-25,2024-01-27,Kredi Kartı,3,9
156,Akıllı Saat,Akıllı Saat Modeli 4,Elektronik,Giyilebilir Teknoloji,284,260,36,20,16,2024-01-02,2024-01-21,Nakit,3,10
157,Akıllı Bileklik,Akıllı Bileklik Modeli 3,Elektronik,Giyilebilir Teknoloji,227,154,77,2,17,2024-01-24,2024-01-27,Kredi Kartı,3,10
158,Android Cep Telefon,Android Cep Telefon Modeli 6,Elektronik,Telefon,252,206,93,56,34,2024-01-18,2024-01-19,Kredi Kartı,3,11
159,iOS Cep Telefon,iOS Cep Telefon Modeli 10,Elektronik,Telefon,225,191,19,8,5,2024-01-19,2024-01-28,Kredi Kartı,3,11
160,Buzdolabı,Buzdolabı Modeli 4,Elektronik,Beyaz Eşya,311,292,68,16,21,2024-01-18,2024-01-28,Kredi Kartı,3,12
161,Çamaşır Makinesi,Çamaşır Makinesi Modeli 1,Elektronik,Beyaz Eşya,442,372,77,17,17,2024-01-04,2024-01-31,Kredi Kartı,3,12
162,Bulaşık Makinesi,Bulaşık Makinesi Modeli 5,Elektronik,Beyaz Eşya,431,352,76,25,14,2024-01-22,2024-01-30,Kredi Kartı,3,12
163,Kurutma Makinesi,Kurutma Makinesi Modeli 5,Elektronik,Beyaz Eşya,135,94,13,3,4,2024-01-15,2024-01-28,Kredi Kartı,3,12
164,Derin Dondurucu,Derin Dondurucu Modeli 6,Elektronik,Beyaz Eşya,439,402,53,31,21,2024-01-02,2024-01-15,Nakit,3,12
165,Ankastre Set,Ankastre Set Modeli 5,Elektronik,Beyaz Eşya,360,338,76,32,3,2024-01-29,2024-01-30,Nakit,3,12
166,Kombi,Kombi Modeli 6,Elektronik,Beyaz Eşya,268,233,29,6,3,2024-01-09,2024-01-12,Kredi Kartı,3,12
167,Mikrodalga Fırın,Mikrodalga Fırın Modeli 9,Elektronik,Beyaz Eşya,199,137,30,10,14,2024-01-09,2024-01-12,Nakit,3,12
168,Smart TV,Smart TV Modeli 9,Elektronik,Televizyon,371,286,84,40,44,2024-01-26,2024-01-31,Kredi Kartı,3,13
169,Fotoğraf Makinesi,Fotoğraf Makinesi Modeli 7,Elektronik,Kamera,206,184,32,24,0,2024-01-26,2024-01-28,Kredi Kartı,3,14
170,Aksiyon Kamera,Aksiyon Kamera Modeli 8,Elektronik,Kamera,417,365,34,1,19,2024-01-08,2024-01-27,Nakit,3,14
171,Şipşak Fotoğraf Makinesi ,Şipşak Fotoğraf Makinesi  Modeli 8,Elektronik,Kamera,247,198,32,26,1,2024-01-27,2024-01-31,Kredi Kartı,3,14
172,Telefon Kılıfı,Telefon Kılıfı Modeli 6,Elektronik,Aksesuarlar,68,25,72,30,8,2024-01-13,2024-01-29,Nakit,3,15
173,Şarj Aleti,Şarj Aleti Modeli 8,Elektronik,Aksesuarlar,173,134,46,37,0,2024-01-15,2024-01-18,Nakit,3,15
174,Powerbank,Powerbank Modeli 10,Elektronik,Aksesuarlar,301,274,24,2,18,2024-01-13,2024-01-14,Nakit,3,15
175,Kulaklık,Kulaklık Modeli 5,Elektronik,Aksesuarlar,180,157,69,9,54,2024-01-05,2024-01-24,Kredi Kartı,3,15
176,Hafıza Kartı,Hafıza Kartı Modeli 10,Elektronik,Aksesuarlar,405,352,28,27,0,2024-01-10,2024-01-30,Nakit,3,15
177,Hoparlör,Hoparlör Modeli 6,Elektronik,Aksesuarlar,93,25,64,13,42,2024-01-24,2024-01-25,Kredi Kartı,3,15
178,Projeksiyon Cihazı,Projeksiyon Cihazı Modeli 8,Elektronik,Aksesuarlar,495,442,39,10,15,2024-01-11,2024-01-24,Nakit,3,15
179,Tv Kumandası,Tv Kumandası Modeli 2,Elektronik,Aksesuarlar,150,134,65,12,13,2024-01-23,2024-01-26,Kredi Kartı,3,15
180,HDMI Kablo,HDMI Kablo Modeli 7,Elektronik,Aksesuarlar,56,25,77,2,51,2024-01-20,2024-01-26,Kredi Kartı,3,15
181,Tencere,Tencere Modeli 2,Ev,Sofra & Mutfak,415,381,62,39,22,2024-01-13,2024-01-26,Nakit,4,16
182,Yemek Takımı,Yemek Takımı Modeli 3,Ev,Sofra & Mutfak,188,102,56,32,16,2024-01-17,2024-01-19,Nakit,4,16
183,Kahvaltı Takımı,Kahvaltı Takımı Modeli 8,Ev,Sofra & Mutfak,199,108,73,46,5,2024-01-02,2024-01-21,Kredi Kartı,4,16
184,Çatal Bıçak Seti,Çatal Bıçak Seti Modeli 4,Ev,Sofra & Mutfak,266,228,51,50,1,2024-01-26,2024-01-31,Nakit,4,16
185,Fincan Takımı,Fincan Takımı Modeli 10,Ev,Sofra & Mutfak,168,152,71,16,9,2024-01-26,2024-01-30,Kredi Kartı,4,16
186,Bardak,Bardak Modeli 1,Ev,Sofra & Mutfak,312,269,41,30,11,2024-01-04,2024-01-31,Nakit,4,16
187,Hurç,Hurç Modeli 6,Ev,Ev Gereçleri,433,337,11,3,5,2024-01-24,2024-01-30,Kredi Kartı,4,17
188,Askı,Askı Modeli 10,Ev,Ev Gereçleri,341,256,36,26,9,2024-01-25,2024-01-27,Kredi Kartı,4,17
