urun_id,urun_turu,urun_modeli,ana_kategori,alt_kategori,normal_fiyat,indirimli_fiyat,stok_adedi,indirim_satis_adedi,normal_satis_adedi,stok_giris_tarihi,stok_cikis_tarihi,odeme_yontemi,ana_kategori_id,alt_kategori_id
18,Kolye,Kolye Modeli 10,Giyim,Aksesuar,59,34,67,62,4,2024-02-11,2024-02-27,Kredi Kartı,1,6
19,Yüzük,Yüzük Modeli 10,Giyim,Aksesuar,176,131,38,15,13,2024-02-08,2024-02-19,Kredi Kartı,1,6
20,Bileklik,Bileklik Modeli 6,Giyim,Aksesuar,259,186,86,24,19,2024-02-07,2024-02-24,Kredi Kartı,1,6
21,Atkı,Atkı Modeli 3,Giyim,Aksesuar,356,340,58,23,34,2024-02-04,2024-02-15,Kredi Kartı,1,6
22,Bere,Bere Modeli 4,Giyim,Aksesuar,436,424,32,22,8,2024-02-28,2024-02-29,Kredi Kartı,1,6
23,Kemer,Kemer Modeli 6,Giyim,Aksesuar,163,119,78,54,23,2024-02-03,2024-02-18,Nakit,1,6
24,Güneş Gözlüğü,Güneş Gözlüğü Modeli 3,Giyim,Aksesuar,239,152,48,27,1,2024-02-25,2024-02-26,Nakit,1,6
25,Maskara,Maskara Modeli 3,Kozmetik,Makyaj,337,323,62,7,50,2024-02-21,2024-02-28,Kredi Kartı,2,7
26,Allık,Allık Modeli 10,Kozmetik,Makyaj,98,80,59,38,8,2024-02-17,2024-02-27,Nakit,2,7
27,Fondöten,Fondöten Modeli 9,Kozmetik,Makyaj,398,354,23,7,0,2024-02-06,2024-02-14,Kredi Kartı,2,7
28,Oje,Oje Modeli 2,Kozmetik,Makyaj,383,365,34,13,10,2024-02-06,2024-02-21,Kredi Kartı,2,7
29,Göz Kalemi,Göz Kalemi Modeli 9,Kozmetik,Makyaj,316,290,80,69,7,2024-02-11,2024-02-26,Kredi Kartı,2,7
30,Şampuan,Şampuan Modeli 6,Kozmetik,Kişisel Bakım,303,293,86,14,40,2024-02-13,2024-02-18,Nakit,2,8
31,Diş Fırçası,Diş Fırçası Modeli 7,Kozmetik,Kişisel Bakım,139,105,63,57,5,2024-02-22,2024-02-26,Kredi Kartı,2,8
32,Diş Macunu,Diş Macunu Modeli 3,Kozmetik,Kişisel Bakım,70,48,99,49,14,2024-02-17,2024-02-24,Kredi Kartı,2,8
33,Diş İpi,Diş İpi Modeli 8,Kozmetik,Kişisel Bakım,403,357,73,72,0,2024-02-05,2024-02-06,Kredi Kartı,2,8
34,Deodorant,Deodorant Modeli 10,Kozmetik,Kişisel Bakım,118,47,50,37,3,2024-02-03,2024-02-11,Kredi Kartı,2,8
35,Parfüm,Parfüm Modeli 2,Kozmetik,Kişisel Bakım,57,25,91,57,16,2024-02-20,2024-02-25,Nakit,2,8
36,Nemlendirici Krem,Nemlendirici Krem Modeli 5,Kozmetik,Kişisel Bakım,425,325,88,3,70,2024-02-25,2024-02-26,Nakit,2,8
37,Duş Jeli,Duş Jeli Modeli 10,Kozmetik,Kişisel Bakım,96,77,85,22,50,2024-02-09,2024-02-26,Nakit,2,8
38,Kese,Kese Modeli 4,Kozmetik,Kişisel Bakım,152,122,37,25,1,2024-02-11,2024-02-12,Kredi Kartı,2,8
39,Güneş Kremi,Güneş Kremi Modeli 8,Kozmetik,Kişisel Bakım,122,56,46,5,16,2024-02-22,2024-02-26,Nakit,2,8
40,Tarak,Tarak Modeli 3,Kozmetik,Kişisel Bakım,322,292,25,0,22,2024-02-19,2024-02-29,Nakit,2,8
41,Süpürge,Süpürge Modeli 2,Elektronik,Küçük Ev Aletleri,238,149,91,91,0,2024-02-20,2024-02-28,Nakit,3,9
42,Robot Süpürge,Robot Süpürge Modeli 4,Elektronik,Küçük Ev Aletleri,347,332,83,28,9,2024-02-02,2024-02-14,Kredi Kartı,3,9
43,Ütü,Ütü Modeli 9,Elektronik,Küçük Ev Aletleri,428,412,58,37,11,2024-02-08,2024-02-28,Kredi Kartı,3,9
44,Kahve Makinesi,Kahve Makinesi Modeli 2,Elektronik,Küçük Ev Aletleri,210,132,85,25,33,2024-02-19,2024-02-20,Nakit,3,9
45,Blender,Blender Modeli 3,Elektronik,Küçük Ev Aletleri,76,65,30,27,2,2024-02-15,2024-02-21,Kredi Kartı,3,9
46,Tost Makinesi,Tost Makinesi Modeli 8,Elektronik,Küçük Ev Aletleri,211,189,100,17,10,2024-02-12,2024-02-19,Nakit,3,9
47,Su Isıtıcı,Su Isıtıcı Modeli 7,Elektronik,Küçük Ev Aletleri,236,139,63,34,18,2024-02-21,2024-02-29,Kredi Kartı,3,9
48,Airfryer,Airfryer Modeli 3,Elektronik,Küçük Ev Aletleri,430,388,33,15,1,2024-02-16,2024-02-25,Nakit,3,9
49,Akıllı Saat,Akıllı Saat Modeli 3,Elektronik,Giyilebilir Teknoloji,217,185,21,15,0,2024-02-16,2024-02-26,Kredi Kartı,3,10
50,Akıllı Bileklik,Akıllı Bileklik Modeli 5,Elektronik,Giyilebilir Teknoloji,351,325,26,22,0,2024-02-06,2024-02-26,Kredi Kartı,3,10
51,Android Cep Telefon,Android Cep Telefon Modeli 5,Elektronik,Telefon,169,135,50,8,19,2024-02-21,2024-02-26,Kredi Kartı,3,11
52,iOS Cep Telefon,iOS Cep Telefon Modeli 3,Elektronik,Telefon,303,292,36,1,2,2024-02-13,2024-02-25,Nakit,3,11
53,Buzdolabı,Buzdolabı Modeli 1,Elektronik,Beyaz Eşya,167,85,51,19,5,2024-02-04,2024-02-09,Nakit,3,12
54,Çamaşır Makinesi,Çamaşır Makinesi Modeli 9,Elektronik,Beyaz Eşya,128,52,87,10,56,2024-02-25,2024-02-29,Nakit,3,12
55,Bulaşık Makinesi,Bulaşık Makinesi Modeli 7,Elektronik,Beyaz Eşya,424,347,22,18,2,2024-02-28,2024-02-29,Kredi Kartı,3,12
56,Kurutma Makinesi,Kurutma Makinesi Modeli 8,Elektronik,Beyaz Eşya,323,239,88,80,3,2024-02-05,2024-02-09,Kredi Kartı,3,12
57,Ankastre Set,Ankastre Set Modeli 5,Elektronik,Beyaz Eşya,488,469,21,15,3,2024-02-20,2024-02-21,Nakit,3,12
58,Kombi,Kombi Modeli 7,Elektronik,Beyaz Eşya,402,334,39,7,29,2024-02-25,2024-02-26,Kredi Kartı,3,12
59,Mikrodalga Fırın,Mikrodalga Fırın Modeli 9,Elektronik,Beyaz Eşya,244,162,50,37,0,2024-02-15,2024-02-26,Kredi Kartı,3,12
60,Smart TV,Smart TV Modeli 2,Elektronik,Televizyon,307,289,45,24,5,2024-02-27,2024-02-28,Kredi Kartı,3,13
61,Fotoğraf Makinesi,Fotoğraf Makinesi Modeli 1,Elektronik,Kamera,346,261,31,29,2,2024-02-03,2024-02-15,Kredi Kartı,3,14
62,Aksiyon Kamera,Aksiyon Kamera Modeli 3,Elektronik,Kamera,416,402,78,40,27,2024-02-09,2024-02-21,Kredi Kartı,3,14
63,Şipşak Fotoğraf Makinesi ,Şipşak Fotoğraf Makinesi  Modeli 1,Elektronik,Kamera,273,256,77,73,1,2024-02-18,2024-02-28,Kredi Kartı,3,14
64,Telefon Kılıfı,Telefon Kılıfı Modeli 9,Elektronik,Aksesuarlar,215,202,67,2,59,2024-02-19,2024-02-27,Kredi Kartı,3,15
65,Şarj Aleti,Şarj Aleti Modeli 5,Elektronik,Aksesuarlar,366,354,34,0,10,2024-02-16,2024-02-21,Nakit,3,15
66,Powerbank,Powerbank Modeli 10,Elektronik,Aksesuarlar,483,470,97,53,16,2024-02-13,2024-02-25,Kredi Kartı,3,15
67,Kulaklık,Kulaklık Modeli 8,Elektronik,Aksesuarlar,145,120,35,10,12,2024-02-27,2024-02-29,Kredi Kartı,3,15
68,Hafıza Kartı,Hafıza Kartı Modeli 5,Elektronik,Aksesuarlar,279,232,42,6,7,2024-02-04,2024-02-21,Nakit,3,15
69,Hoparlör,Hoparlör Modeli 10,Elektronik,Aksesuarlar,132,36,24,5,0,2024-02-24,2024-02-25,Kredi Kartı,3,15
70,Projeksiyon Cihazı,Projeksiyon Cihazı Modeli 9,Elektronik,Aksesuarlar,170,126,80,6,32,2024-02-28,2024-02-29,Kredi Kartı,3,15
71,Tv Kumandası,Tv Kumandası Modeli 9,Elektronik,Aksesuarlar,319,290,19,6,5,2024-02-28,2024-02-29,Kredi Kartı,3,15
72,HDMI Kablo,HDMI Kablo Modeli 5,Elektronik,Aksesuarlar,303,281,73,46,26,2024-02-15,2024-02-16,Nakit,3,15
73,Kablo & Adaptör,Kablo & Adaptör Modeli 7,Elektronik,Aksesuarlar,92,75,35,6,27,2024-02-06,2024-02-14,Nakit,3,15
74,Tencere,Tencere Modeli 2,Ev,Sofra & Mutfak,81,39,21,11,3,2024-02-03,2024-02-19,Kredi Kartı,4,16
75,Yemek Takımı,Yemek Takımı Modeli 7,Ev,Sofra & Mutfak,401,349,30,24,5,2024-02-27,2024-02-28,Kredi Kartı,4,16
76,Kahvaltı Takımı,Kahvaltı Takımı Modeli 10,Ev,Sofra & Mutfak,303,289,20,15,2,2024-02-08,2024-02-17,Nakit,4,16
77,Çatal Bıçak Seti,Çatal Bıçak Seti Modeli 9,Ev,Sofra & Mutfak,423,391,26,13,1,2024-02-02,2024-02-08,Nakit,4,16
78,Fincan Takımı,Fincan Takımı Modeli 1,Ev,Sofra & Mutfak,95,39,87,83,2,2024-02-23,2024-02-25,Kredi Kartı,4,16
79,Bardak,Bardak Modeli 5,Ev,Sofra & Mutfak,247,167,89,21,67,2024-02-28,2024-02-29,Kredi Kartı,4,16
80,Hurç,Hurç Modeli 9,Ev,Ev Gereçleri,452,379,86,54,0,2024-02-19,2024-02-22,Nakit,4,17
81,Askı,Askı Modeli 3,Ev,Ev Gereçleri,145,62,28,6,6,2024-02-13,2024-02-19,Nakit,4,17
82,Çamaşır Sepeti,Çamaşır Sepeti Modeli 5,Ev,Ev Gereçleri,83,49,48,5,37,2024-02-17,2024-02-23,Nakit,4,17
83,Ütü Masası,Ütü Masası Modeli 3,Ev,Ev Gereçleri,497,445,72,55,10,2024-02-18,2024-02-25,Nakit,4,17
84,Nevresim Takımı,Nevresim Takımı Modeli 2,Ev,Ev Tekstili,234,213,16,14,0,2024-02-10,2024-02-16,Nakit,4,18
85,Yastık & Yorgan,Yastık & Yorgan Modeli 1,Ev,Ev Tekstili,375,337,70,26,10,2024-02-09,2024-02-23,Nakit,4,18
86,Perde,Perde Modeli 4,Ev,Ev Tekstili,330,317,30,27,3,2024-02-07,2024-02-23,Kredi Kartı,4,18
87,Paspas,Paspas Modeli 9,Ev,Ev Tekstili,109,52,68,18,28,2024-02-04,2024-02-26,Kredi Kartı,4,18
88,Halı,Halı Modeli 2,Ev,Ev Tekstili,134,119,98,95,1,2024-02-27,2024-02-28,Kredi Kartı,4,18
89,Havlu & Bornoz,Havlu & Bornoz Modeli 2,Ev,Ev Tekstili,369,349,78,43,6,2024-02-15,2024-02-22,Nakit,4,18
90,Ayna,Ayna Modeli 4,Ev,Ev Dekorasyon,297,214,56,26,22,2024-02-06,2024-02-16,Nakit,4,19
91,Tablo,Tablo Modeli 2,Ev,Ev Dekorasyon,121,96,85,20,1,2024-02-04,2024-02-10,Kredi Kartı,4,19
92,Vazo,Vazo Modeli 2,Ev,Ev Dekorasyon,457,428,34,12,18,2024-02-14,2024-02-26,Nakit,4,19
93,Duvar Saati,Duvar Saati Modeli 6,Ev,Ev Dekorasyon,357,309,56,56,0,2024-02-23,2024-02-27,Nakit,4,19
94,Lambader,Lambader Modeli 2,Ev,Ev Dekorasyon,387,295,10,1,8,2024-02-06,2024-02-15,Nakit,4,19
95,Yatak Odası Takımı,Yatak Odası Takımı Modeli 7,Ev,Mobilya,414,350,72,15,22,2024-02-24,2024-02-29,Nakit,4,21
96,Oturma Odası Takımı,Oturma Odası Takımı Modeli 1,Ev,Mobilya,260,246,65,0,65,2024-02-02,2024-02-13,Nakit,4,21
97,Bahçe Mobilyası,Bahçe Mobilyası Modeli 5,Ev,Mobilya,411,377,11,5,2,2024-02-26,2024-02-28,Nakit,4,21
98,Yemek Odası Takımı,Yemek Odası Takımı Modeli 9,Ev,Mobilya,346,322,27,18,2,2024-02-28,2024-02-29,Kredi Kartı,4,21
99,Çocuk Odası Takımı,Çocuk Odası Takımı Modeli 5,Ev,Mobilya,242,193,54,26,14,2024-02-25,2024-02-27,Kredi Kartı,4,21
100,Genç Odası Takımı,Genç Odası Takımı Modeli 6,Ev,Mobilya,337,257,55,11,33,2024-02-23,2024-02-24,Nakit,4,21
101,Koltuk Takımı,Koltuk Takımı Modeli 9,Ev,Mobilya,315,217,29,4,0,2024-02-18,2024-02-20,Kredi Kartı,4,21
102,Dolap,Dolap Modeli 2,Ev,Mobilya,238,213,83,16,42,2024-02-22,2024-02-24,Kredi Kartı,4,21
103,Gardırop,Gardırop Modeli 5,Ev,Mobilya,391,335,33,22,4,2024-02-28,2024-02-29,Kredi Kartı,4,21
104,Sandalye,Sandalye Modeli 6,Ev,Mobilya,134,59,35,19,4,2024-02-20,2024-02-27,Nakit,4,21
105,Zigon,Zigon Modeli 10,Ev,Mobilya,157,95,69,16,30,2024-02-12,2024-02-13,Kredi Kartı,4,21
106,Mont,Mont Modeli 6,Giyim,Dış Giyim,459,446,56,12,25,2024-02-13,2024-02-21,Kredi Kartı,1,1
107,Spor Ayakkabı,Spor Ayakkabı Modeli 7,Giyim,Ayakkabı,341,285,88,39,9,2024-02-14,2024-02-28,Nakit,1,2
108,Topuklu Ayakkabı,Topuklu Ayakkabı Modeli 8,Giyim,Ayakkabı,200,163,92,88,2,2024-02-20,2024-02-23,Kredi Kartı,1,2
109,Günlük Ayakkabı,Günlük Ayakkabı Modeli 8,Giyim,Ayakkabı,312,223,40,33,0,2024-02-21,2024-02-23,Kredi Kartı,1,2
110,Bot,Bot Modeli 10,Giyim,Ayakkabı,309,225,33,25,8,2024-02-14,2024-02-23,Kredi Kartı,1,2
111,Çizme,Çizme Modeli 4,Giyim,Ayakkabı,355,341,98,41,37,2024-02-13,2024-02-15,Nakit,1,2
112,Terlik,Terlik Modeli 9,Giyim,Ayakkabı,493,474,74,20,52,2024-02-24,2024-02-25,Nakit,1,2
113,Çocuk Montu,Çocuk Montu Modeli 7,Giyim,Çocuk Giyim,441,371,65,33,16,2024-02-26,2024-02-29,Nakit,1,3
114,Tişört,Tişört Modeli 3,Giyim,Üst Giyim,197,99,57,31,18,2024-02-28,2024-02-29,Nakit,1,4
115,Pantalon,Pantalon Modeli 9,Giyim,Alt Giyim,493,412,22,12,1,2024-02-04,2024-02-25,Kredi Kartı,1,5
116,Etek,Etek Modeli 5,Giyim,Alt Giyim,82,45,35,29,3,2024-02-08,2024-02-19,Nakit,1,5
117,Kazak,Kazak Modeli 3,Giyim,Üst Giyim,307,244,89,55,26,2024-02-22,2024-02-29,Kredi Kartı,1,4
118,Trençkot,Trençkot Modeli 10,Giyim,Dış Giyim,319,308,50,37,6,2024-02-03,2024-02-26,Nakit,1,1
119,Hırka,Hırka Modeli 2,Giyim,Üst Giyim,225,178,75,10,23,2024-02-27,2024-02-29,Nakit,1,4
120,Kol Çantası,Kol Çantası Modeli 1,Giyim,Aksesuar,345,303,68,43,11,2024-02-24,2024-02-27,Kredi Kartı,1,6
121,Saat,Saat Modeli 9,Giyim,Aksesuar,356,321,83,39,15,2024-02-22,2024-02-26,Nakit,1,6
122,Cüzdan,Cüzdan Modeli 3,Giyim,Aksesuar,286,248,62,57,2,2024-02-15,2024-02-23,Kredi Kartı,1,6
123,Kolye,Kolye Modeli 1,Giyim,Aksesuar,407,382,19,11,6,2024-02-20,2024-02-28,Nakit,1,6
124,Yüzük,Yüzük Modeli 6,Giyim,Aksesuar,386,376,24,3,11,2024-02-09,2024-02-22,Kredi Kartı,1,6
125,Bileklik,Bileklik Modeli 4,Giyim,Aksesuar,416,352,30,27,2,2024-02-10,2024-02-29,Nakit,1,6
126,Küpe,Küpe Modeli 8,Giyim,Aksesuar,260,248,99,6,71,2024-02-03,2024-02-20,Kredi Kartı,1,6
127,Atkı,Atkı Modeli 3,Giyim,Aksesuar,86,64,84,25,36,2024-02-01,2024-02-24,Kredi Kartı,1,6
128,Bere,Bere Modeli 2,Giyim,Aksesuar,408,384,43,30,9,2024-02-03,2024-02-10,Kredi Kartı,1,6
129,Eldiven,Eldiven Modeli 1,Giyim,Aksesuar,369,319,32,17,3,2024-02-18,2024-02-19,Kredi Kartı,1,6
130,Kemer,Kemer Modeli 2,Giyim,Aksesuar,75,59,94,72,20,2024-02-09,2024-02-25,Nakit,1,6
131,Güneş Gözlüğü,Güneş Gözlüğü Modeli 2,Giyim,Aksesuar,398,338,77,18,10,2024-02-05,2024-02-17,Nakit,1,6
132,Ruj,Ruj Modeli 6,Kozmetik,Makyaj,90,60,47,2,39,2024-02-18,2024-02-24,Kredi Kartı,2,7
133,Allık,Allık Modeli 6,Kozmetik,Makyaj,261,210,82,49,9,2024-02-07,2024-02-10,Nakit,2,7
134,Fondöten,Fondöten Modeli 2,Kozmetik,Makyaj,119,42,11,1,0,2024-02-13,2024-02-27,Kredi Kartı,2,7
135,Oje,Oje Modeli 4,Kozmetik,Makyaj,417,341,85,55,0,2024-02-28,2024-02-29,Nakit,2,7
136,Göz Kalemi,Göz Kalemi Modeli 10,Kozmetik,Makyaj,403,355,42,31,9,2024-02-23,2024-02-24,Kredi Kartı,2,7
137,Şampuan,Şampuan Modeli 7,Kozmetik,Kişisel Bakım,88,25,35,5,27,2024-02-24,2024-02-26,Kredi Kartı,2,8
138,Saç Kremi,Saç Kremi Modeli 7,Kozmetik,Kişisel Bakım,281,261,47,26,9,2024-02-19,2024-02-24,Nakit,2,8
139,Diş Fırçası,Diş Fırçası Modeli 8,Kozmetik,Kişisel Bakım,396,300,37,13,15,2024-02-21,2024-02-27,Nakit,2,8
140,Diş Macunu,Diş Macunu Modeli 8,Kozmetik,Kişisel Bakım,164,123,10,4,1,2024-02-23,2024-02-27,Nakit,2,8
141,Diş İpi,Diş İpi Modeli 6,Kozmetik,Kişisel Bakım,50,25,41,24,13,2024-02-16,2024-02-17,Nakit,2,8
142,Deodorant,Deodorant Modeli 1,Kozmetik,Kişisel Bakım,441,425,22,17,2,2024-02-27,2024-02-28,Nakit,2,8
143,Parfüm,Parfüm Modeli 4,Kozmetik,Kişisel Bakım,327,281,17,16,0,2024-02-25,2024-02-27,Kredi Kartı,2,8
144,Kese,Kese Modeli 10,Kozmetik,Kişisel Bakım,121,111,28,22,2,2024-02-11,2024-02-29,Nakit,2,8
145,Güneş Kremi,Güneş Kremi Modeli 7,Kozmetik,Kişisel Bakım,216,159,55,47,1,2024-02-25,2024-02-29,Kredi Kartı,2,8
146,Tarak,Tarak Modeli 8,Kozmetik,Kişisel Bakım,156,126,37,23,10,2024-02-11,2024-02-28,Nakit,2,8
147,Süpürge,Süpürge Modeli 10,Elektronik,Küçük Ev Aletleri,422,353,54,43,8,2024-02-26,2024-02-28,Kredi Kartı,3,9
148,Robot Süpürge,Robot Süpürge Modeli 9,Elektronik,Küçük Ev Aletleri,463,423,13,7,5,2024-02-22,2024-02-24,Kredi Kartı,3,9
149,Ütü,Ütü Modeli 6,Elektronik,Küçük Ev Aletleri,476,449,76,35,21,2024-02-22,2024-02-28,Nakit,3,9
150,Kahve Makinesi,Kahve Makinesi Modeli 9,Elektronik,Küçük Ev Aletleri,474,383,77,32,24,2024-02-22,2024-02-24,Nakit,3,9
151,Çay Makinesi,Çay Makinesi Modeli 6,Elektronik,Küçük Ev Aletleri,290,256,79,36,27,2024-02-10,2024-02-23,Kredi Kartı,3,9
152,Blender,Blender Modeli 2,Elektronik,Küçük Ev Aletleri,156,130,65,43,20,2024-02-25,2024-02-29,Kredi Kartı,3,9
153,Tost Makinesi,Tost Makinesi Modeli 10,Elektronik,Küçük Ev Aletleri,159,149,12,4,1,2024-02-23,2024-02-27,Nakit,3,9
154,Su Isıtıcı,Su Isıtıcı Modeli 2,Elektronik,Küçük Ev Aletleri,332,292,72,67,3,2024-02-28,2024-02-29,Kredi Kartı,3,9
155,Mikser,Mikser Modeli 1,Elektronik,Küçük Ev Aletleri,340,297,69,64,4,2024-02-14,2024-02-29,Kredi Kartı,3,9
156,Airfryer,Airfryer Modeli 6,Elektronik,Küçük Ev Aletleri,268,192,96,94,2,2024-02-02,2024-02-08,Kredi Kartı,3,9
157,Akıllı Saat,Akıllı Saat Modeli 1,Elektronik,Giyilebilir Teknoloji,301,218,98,41,49,2024-02-17,2024-02-24,Kredi Kartı,3,10
158,Akıllı Bileklik,Akıllı Bileklik Modeli 3,Elektronik,Giyilebilir Teknoloji,194,131,19,7,1,2024-02-03,2024-02-27,Kredi Kartı,3,10
159,iOS Cep Telefon,iOS Cep Telefon Modeli 4,Elektronik,Telefon,480,415,53,22,13,2024-02-22,2024-02-24,Kredi Kartı,3,11
160,Buzdolabı,Buzdolabı Modeli 7,Elektronik,Beyaz Eşya,382,306,73,17,14,2024-02-04,2024-02-25,Kredi Kartı,3,12
161,Çamaşır Makinesi,Çamaşır Makinesi Modeli 6,Elektronik,Beyaz Eşya,399,319,51,27,14,2024-02-19,2024-02-26,Kredi Kartı,3,12
162,Bulaşık Makinesi,Bulaşık Makinesi Modeli 10,Elektronik,Beyaz Eşya,386,358,33,18,12,2024-02-09,2024-02-24,Nakit,3,12
163,Kurutma Makinesi,Kurutma Makinesi Modeli 9,Elektronik,Beyaz Eşya,276,257,34,10,22,2024-02-22,2024-02-28,Kredi Kartı,3,12
164,Derin Dondurucu,Derin Dondurucu Modeli 4,Elektronik,Beyaz Eşya,423,405,67,15,23,2024-02-02,2024-02-15,Kredi Kartı,3,12
165,Ankastre Set,Ankastre Set Modeli 3,Elektronik,Beyaz Eşya,136,116,90,5,52,2024-02-09,2024-02-15,Nakit,3,12
166,Kombi,Kombi Modeli 9,Elektronik,Beyaz Eşya,380,300,89,55,32,2024-02-05,2024-02-28,Kredi Kartı,3,12
167,Mikrodalga Fırın,Mikrodalga Fırın Modeli 10,Elektronik,Beyaz Eşya,265,252,96,96,0,2024-02-06,2024-02-27,Nakit,3,12
168,Smart TV,Smart TV Modeli 9,Elektronik,Televizyon,414,333,24,18,6,2024-02-19,2024-02-22,Kredi Kartı,3,13
169,Fotoğraf Makinesi,Fotoğraf Makinesi Modeli 3,Elektronik,Kamera,253,157,42,3,8,2024-02-11,2024-02-29,Nakit,3,14
170,Aksiyon Kamera,Aksiyon Kamera Modeli 7,Elektronik,Kamera,309,247,75,37,10,2024-02-03,2024-02-07,Kredi Kartı,3,14
171,Şipşak Fotoğraf Makinesi ,Şipşak Fotoğraf Makinesi  Modeli 6,Elektronik,Kamera,93,54,19,0,1,2024-02-02,2024-02-23,Nakit,3,14
172,Telefon Kılıfı,Telefon Kılıfı Modeli 8,Elektronik,Aksesuarlar,308,232,31,16,11,2024-02-11,2024-02-20,Kredi Kartı,3,15
173,Powerbank,Powerbank Modeli 10,Elektronik,Aksesuarlar,428,350,61,7,13,2024-02-01,2024-02-17,Nakit,3,15
174,Kulaklık,Kulaklık Modeli 7,Elektronik,Aksesuarlar,414,370,98,25,2,2024-02-07,2024-02-27,Nakit,3,15
175,Hafıza Kartı,Hafıza Kartı Modeli 5,Elektronik,Aksesuarlar,370,354,60,51,0,2024-02-14,2024-02-15,Nakit,3,15
176,Hoparlör,Hoparlör Modeli 6,Elektronik,Aksesuarlar,429,403,84,10,42,2024-02-23,2024-02-25,Kredi Kartı,3,15
177,Projeksiyon Cihazı,Projeksiyon Cihazı Modeli 6,Elektronik,Aksesuarlar,166,155,75,13,0,2024-02-12,2024-02-21,Kredi Kartı,3,15
178,HDMI Kablo,HDMI Kablo Modeli 3,Elektronik,Aksesuarlar,234,161,40,19,6,2024-02-23,2024-02-29,Nakit,3,15
179,Kablo & Adaptör,Kablo & Adaptör Modeli 2,Elektronik,Aksesuarlar,409,348,37,37,0,2024-02-09,2024-02-12,Nakit,3,15
180,Tencere,Tencere Modeli 10,Ev,Sofra & Mutfak,415,316,75,29,0,2024-02-27,2024-02-29,Nakit,4,16
181,Kahvaltı Takımı,Kahvaltı Takımı Modeli 9,Ev,Sofra & Mutfak,295,257,58,14,15,2024-02-19,2024-02-28,Nakit,4,16
182,Çatal Bıçak Seti,Çatal Bıçak Seti Modeli 9,Ev,Sofra & Mutfak,400,377,94,56,29,2024-02-19,2024-02-21,Nakit,4,16
183,Fincan Takımı,Fincan Takımı Modeli 1,Ev,Sofra & Mutfak,437,351,86,40,23,2024-02-13,2024-02-22,Kredi Kartı,4,16
184,Bardak,Bardak Modeli 9,Ev,Sofra & Mutfak,443,390,23,13,7,2024-02-19,2024-02-29,Nakit,4,16
185,Hurç,Hurç Modeli 3,Ev,Ev Gereçleri,94,52,76,71,2,2024-02-15,2024-02-21,Nakit,4,17
186,Askı,Askı Modeli 5,Ev,Ev Gereçleri,94,25,21,5,5,2024-02-25,2024-02-28,Kredi Kartı,4,17
187,Çamaşır Sepeti,Çamaşır Sepeti Modeli 5,Ev,Ev Gereçleri,371,280,96,94,0,2024-02-05,2024-02-25,Nakit,4,17
