urun_id,urun_turu,urun_modeli,ana_kategori,alt_kategori,normal_fiyat,indirimli_fiyat,stok_adedi,indirim_satis_adedi,normal_satis_adedi,stok_giris_tarihi,stok_cikis_tarihi,odeme_yontemi,ana_kategori_id,alt_kategori_id
47,Ütü,Ütü Modeli 1,Elektronik,Küçük Ev Aletleri,181,97,96,2,60,2024-09-14,2024-09-20,Kredi Kartı,3,9
48,Kahve Makinesi,Kahve Makinesi Modeli 7,Elektronik,Küçük Ev Aletleri,406,391,93,43,16,2024-09-03,2024-09-05,Kredi Kartı,3,9
49,Çay Makinesi,Çay Makinesi Modeli 10,Elektronik,Küçük Ev Aletleri,500,424,70,24,3,2024-09-16,2024-09-24,Kredi Kartı,3,9
50,Blender,Blender Modeli 8,Elektronik,Küçük Ev Aletleri,364,352,61,59,0,2024-09-16,2024-09-27,Nakit,3,9
51,Tost Makinesi,Tost Makinesi Modeli 4,Elektronik,Küçük Ev Aletleri,128,46,79,25,26,2024-09-15,2024-09-24,Nakit,3,9
52,Su Isıtıcı,Su Isıtıcı Modeli 10,Elektronik,Küçük Ev Aletleri,485,432,27,7,12,2024-09-09,2024-09-14,Kredi Kartı,3,9
53,Mikser,Mikser Modeli 3,Elektronik,Küçük Ev Aletleri,97,60,99,7,58,2024-09-02,2024-09-22,Nakit,3,9
54,Airfryer,Airfryer Modeli 7,Elektronik,Küçük Ev Aletleri,68,25,70,37,15,2024-09-04,2024-09-18,Kredi Kartı,3,9
55,Akıllı Saat,Akıllı Saat Modeli 10,Elektronik,Giyilebilir Teknoloji,311,290,74,45,1,2024-09-21,2024-09-23,Nakit,3,10
56,Akıllı Bileklik,Akıllı Bileklik Modeli 3,Elektronik,Giyilebilir Teknoloji,169,150,79,58,9,2024-09-02,2024-09-15,Nakit,3,10
57,Android Cep Telefon,Android Cep Telefon Modeli 1,Elektronik,Telefon,360,347,25,6,5,2024-09-03,2024-09-05,Kredi Kartı,3,11
58,iOS Cep Telefon,iOS Cep Telefon Modeli 10,Elektronik,Telefon,462,424,63,4,20,2024-09-24,2024-09-29,Nakit,3,11
59,Buzdolabı,Buzdolabı Modeli 5,Elektronik,Beyaz Eşya,235,138,21,16,4,2024-09-08,2024-09-23,Nakit,3,12
60,Çamaşır Makinesi,Çamaşır Makinesi Modeli 1,Elektronik,Beyaz Eşya,482,462,97,83,2,2024-09-28,2024-09-30,Kredi Kartı,3,12
61,Bulaşık Makinesi,Bulaşık Makinesi Modeli 8,Elektronik,Beyaz Eşya,53,25,51,10,5,2024-09-12,2024-09-15,Nakit,3,12
62,Kurutma Makinesi,Kurutma Makinesi Modeli 5,Elektronik,Beyaz Eşya,383,369,97,70,27,2024-09-14,2024-09-25,Nakit,3,12
63,Derin Dondurucu,Derin Dondurucu Modeli 3,Elektronik,Beyaz Eşya,226,139,86,68,5,2024-09-02,2024-09-05,Nakit,3,12
64,Ankastre Set,Ankastre Set Modeli 8,Elektronik,Beyaz Eşya,120,90,47,11,32,2024-09-01,2024-09-21,Kredi Kartı,3,12
65,Kombi,Kombi Modeli 1,Elektronik,Beyaz Eşya,331,264,45,8,26,2024-09-11,2024-09-16,Nakit,3,12
66,Mikrodalga Fırın,Mikrodalga Fırın Modeli 5,Elektronik,Beyaz Eşya,73,58,54,13,8,2024-09-14,2024-09-17,Kredi Kartı,3,12
67,Smart TV,Smart TV Modeli 4,Elektronik,Televizyon,461,419,70,23,45,2024-09-09,2024-09-25,Nakit,3,13
68,Fotoğraf Makinesi,Fotoğraf Makinesi Modeli 7,Elektronik,Kamera,59,25,49,29,3,2024-09-05,2024-09-08,Nakit,3,14
69,Aksiyon Kamera,Aksiyon Kamera Modeli 9,Elektronik,Kamera,466,379,12,10,2,2024-09-05,2024-09-29,Nakit,3,14
70,Şipşak Fotoğraf Makinesi ,Şipşak Fotoğraf Makinesi  Modeli 7,Elektronik,Kamera,111,97,40,21,18,2024-09-16,2024-09-27,Kredi Kartı,3,14
71,Telefon Kılıfı,Telefon Kılıfı Modeli 10,Elektronik,Aksesuarlar,350,292,41,41,0,2024-09-28,2024-09-30,Kredi Kartı,3,15
72,Şarj Aleti,Şarj Aleti Modeli 10,Elektronik,Aksesuarlar,357,280,16,2,12,2024-09-17,2024-09-26,Nakit,3,15
73,Powerbank,Powerbank Modeli 3,Elektronik,Aksesuarlar,227,180,16,15,0,2024-09-29,2024-09-30,Nakit,3,15
74,Kulaklık,Kulaklık Modeli 5,Elektronik,Aksesuarlar,211,190,87,66,11,2024-09-22,2024-09-24,Kredi Kartı,3,15
75,Hafıza Kartı,Hafıza Kartı Modeli 8,Elektronik,Aksesuarlar,176,132,44,43,0,2024-09-12,2024-09-14,Nakit,3,15
76,Hoparlör,Hoparlör Modeli 7,Elektronik,Aksesuarlar,268,222,36,13,3,2024-09-01,2024-09-28,Kredi Kartı,3,15
77,Projeksiyon Cihazı,Projeksiyon Cihazı Modeli 7,Elektronik,Aksesuarlar,473,385,22,2,20,2024-09-27,2024-09-30,Kredi Kartı,3,15
78,Tv Kumandası,Tv Kumandası Modeli 2,Elektronik,Aksesuarlar,266,242,82,81,1,2024-09-28,2024-09-29,Nakit,3,15
79,HDMI Kablo,HDMI Kablo Modeli 8,Elektronik,Aksesuarlar,308,208,49,24,7,2024-09-12,2024-09-15,Nakit,3,15
80,Kablo & Adaptör,Kablo & Adaptör Modeli 3,Elektronik,Aksesuarlar,242,150,58,1,19,2024-09-12,2024-09-20,Nakit,3,15
81,Tencere,Tencere Modeli 5,Ev,Sofra & Mutfak,140,92,39,32,1,2024-09-10,2024-09-21,Kredi Kartı,4,16
82,Yemek Takımı,Yemek Takımı Modeli 1,Ev,Sofra & Mutfak,236,147,66,18,18,2024-09-26,2024-09-29,Kredi Kartı,4,16
83,Kahvaltı Takımı,Kahvaltı Takımı Modeli 6,Ev,Sofra & Mutfak,301,283,84,40,3,2024-09-09,2024-09-22,Nakit,4,16
84,Çatal Bıçak Seti,Çatal Bıçak Seti Modeli 1,Ev,Sofra & Mutfak,129,57,22,1,20,2024-09-03,2024-09-12,Nakit,4,16
85,Fincan Takımı,Fincan Takımı Modeli 10,Ev,Sofra & Mutfak,453,395,52,22,20,2024-09-19,2024-09-24,Nakit,4,16
86,Bardak,Bardak Modeli 1,Ev,Sofra & Mutfak,160,76,73,70,2,2024-09-09,2024-09-28,Nakit,4,16
87,Askı,Askı Modeli 8,Ev,Ev Gereçleri,481,424,91,20,59,2024-09-13,2024-09-25,Kredi Kartı,4,17
88,Çamaşır Sepeti,Çamaşır Sepeti Modeli 7,Ev,Ev Gereçleri,398,386,43,2,5,2024-09-02,2024-09-17,Nakit,4,17
89,Ütü Masası,Ütü Masası Modeli 3,Ev,Ev Gereçleri,335,262,85,54,24,2024-09-05,2024-09-06,Nakit,4,17
90,Nevresim Takımı,Nevresim Takımı Modeli 10,Ev,Ev Tekstili,128,41,67,6,58,2024-09-02,2024-09-28,Nakit,4,18
91,Yastık & Yorgan,Yastık & Yorgan Modeli 5,Ev,Ev Tekstili,385,319,29,25,1,2024-09-04,2024-09-06,Kredi Kartı,4,18
92,Koltuk  Örtüsü,Koltuk  Örtüsü Modeli 2,Ev,Ev Tekstili,213,174,94,17,25,2024-09-03,2024-09-15,Kredi Kartı,4,18
93,Perde,Perde Modeli 7,Ev,Ev Tekstili,390,314,55,36,2,2024-09-12,2024-09-17,Kredi Kartı,4,18
94,Paspas,Paspas Modeli 7,Ev,Ev Tekstili,75,25,22,19,0,2024-09-04,2024-09-11,Kredi Kartı,4,18
95,Havlu & Bornoz,Havlu & Bornoz Modeli 5,Ev,Ev Tekstili,198,151,46,45,0,2024-09-06,2024-09-18,Kredi Kartı,4,18
96,Ayna,Ayna Modeli 7,Ev,Ev Dekorasyon,473,424,35,9,25,2024-09-04,2024-09-13,Nakit,4,19
97,Tablo,Tablo Modeli 5,Ev,Ev Dekorasyon,365,271,72,47,5,2024-09-11,2024-09-21,Kredi Kartı,4,19
98,Vazo,Vazo Modeli 6,Ev,Ev Dekorasyon,366,280,50,3,9,2024-09-05,2024-09-17,Kredi Kartı,4,19
99,Duvar Saati,Duvar Saati Modeli 7,Ev,Ev Dekorasyon,228,215,37,3,3,2024-09-17,2024-09-24,Nakit,4,19
100,Avize,Avize Modeli 9,Ev,Ev Aydınlatma,254,222,84,32,11,2024-09-02,2024-09-22,Nakit,4,20
101,Lambader,Lambader Modeli 1,Ev,Ev Dekorasyon,250,152,38,29,6,2024-09-05,2024-09-28,Kredi Kartı,4,19
102,Yatak Odası Takımı,Yatak Odası Takımı Modeli 1,Ev,Mobilya,95,25,68,61,5,2024-09-15,2024-09-25,Nakit,4,21
103,Oturma Odası Takımı,Oturma Odası Takımı Modeli 1,Ev,Mobilya,171,103,75,75,0,2024-09-18,2024-09-23,Nakit,4,21
104,Bahçe Mobilyası,Bahçe Mobilyası Modeli 1,Ev,Mobilya,454,428,79,61,12,2024-09-27,2024-09-28,Kredi Kartı,4,21
105,Yemek Odası Takımı,Yemek Odası Takımı Modeli 10,Ev,Mobilya,400,309,72,6,66,2024-09-08,2024-09-11,Nakit,4,21
106,Çocuk Odası Takımı,Çocuk Odası Takımı Modeli 6,Ev,Mobilya,125,42,26,2,3,2024-09-25,2024-09-27,Nakit,4,21
107,Genç Odası Takımı,Genç Odası Takımı Modeli 3,Ev,Mobilya,249,185,76,66,9,2024-09-14,2024-09-27,Nakit,4,21
108,Koltuk Takımı,Koltuk Takımı Modeli 1,Ev,Mobilya,314,264,17,0,10,2024-09-29,2024-09-30,Nakit,4,21
109,Dolap,Dolap Modeli 1,Ev,Mobilya,474,384,48,27,20,2024-09-05,2024-09-22,Nakit,4,21
110,Gardırop,Gardırop Modeli 4,Ev,Mobilya,288,219,15,3,12,2024-09-18,2024-09-30,Nakit,4,21
111,Sandalye,Sandalye Modeli 1,Ev,Mobilya,273,181,65,18,9,2024-09-19,2024-09-23,Nakit,4,21
112,Zigon,Zigon Modeli 9,Ev,Mobilya,261,232,95,72,16,2024-09-15,2024-09-24,Kredi Kartı,4,21
113,Mont,Mont Modeli 4,Giyim,Dış Giyim,426,340,53,24,0,2024-09-06,2024-09-26,Kredi Kartı,1,1
114,Topuklu Ayakkabı,Topuklu Ayakkabı Modeli 3,Giyim,Ayakkabı,262,219,27,9,1,2024-09-28,2024-09-29,Nakit,1,2
115,Günlük Ayakkabı,Günlük Ayakkabı Modeli 7,Giyim,Ayakkabı,51,25,13,13,0,2024-09-01,2024-09-26,Kredi Kartı,1,2
116,Bot,Bot Modeli 7,Giyim,Ayakkabı,459,383,80,19,50,2024-09-28,2024-09-30,Nakit,1,2
117,Çizme,Çizme Modeli 4,Giyim,Ayakkabı,184,127,71,55,14,2024-09-08,2024-09-20,Nakit,1,2
118,Terlik,Terlik Modeli 10,Giyim,Ayakkabı,227,166,92,39,16,2024-09-22,2024-09-25,Kredi Kartı,1,2
119,Çocuk Montu,Çocuk Montu Modeli 7,Giyim,Çocuk Giyim,115,25,85,30,9,2024-09-18,2024-09-21,Kredi Kartı,1,3
120,Tişört,Tişört Modeli 10,Giyim,Üst Giyim,477,406,47,35,12,2024-09-14,2024-09-20,Nakit,1,4
121,Gömlek,Gömlek Modeli 7,Giyim,Üst Giyim,347,334,67,62,4,2024-09-17,2024-09-24,Nakit,1,4
122,Pantalon,Pantalon Modeli 8,Giyim,Alt Giyim,442,356,72,22,9,2024-09-16,2024-09-27,Kredi Kartı,1,5
123,Etek,Etek Modeli 7,Giyim,Alt Giyim,304,235,22,1,6,2024-09-05,2024-09-07,Kredi Kartı,1,5
124,Kazak,Kazak Modeli 2,Giyim,Üst Giyim,221,203,88,31,13,2024-09-19,2024-09-29,Kredi Kartı,1,4
125,Trençkot,Trençkot Modeli 1,Giyim,Dış Giyim,391,312,43,9,7,2024-09-25,2024-09-27,Kredi Kartı,1,1
126,Hırka,Hırka Modeli 6,Giyim,Üst Giyim,357,334,56,37,4,2024-09-14,2024-09-27,Nakit,1,4
127,Kol Çantası,Kol Çantası Modeli 8,Giyim,Aksesuar,296,230,11,10,1,2024-09-01,2024-09-13,Kredi Kartı,1,6
128,Saat,Saat Modeli 6,Giyim,Aksesuar,73,62,29,27,0,2024-09-26,2024-09-30,Kredi Kartı,1,6
129,Cüzdan,Cüzdan Modeli 8,Giyim,Aksesuar,355,323,46,2,24,2024-09-21,2024-09-25,Nakit,1,6
130,Kolye,Kolye Modeli 8,Giyim,Aksesuar,98,50,89,82,4,2024-09-12,2024-09-20,Nakit,1,6
131,Yüzük,Yüzük Modeli 6,Giyim,Aksesuar,289,261,60,16,41,2024-09-01,2024-09-21,Nakit,1,6
132,Bileklik,Bileklik Modeli 3,Giyim,Aksesuar,449,408,70,24,17,2024-09-06,2024-09-29,Kredi Kartı,1,6
133,Küpe,Küpe Modeli 3,Giyim,Aksesuar,307,221,59,52,0,2024-09-03,2024-09-08,Nakit,1,6
134,Atkı,Atkı Modeli 7,Giyim,Aksesuar,442,400,17,5,1,2024-09-12,2024-09-17,Nakit,1,6
135,Eldiven,Eldiven Modeli 8,Giyim,Aksesuar,222,140,44,6,21,2024-09-28,2024-09-30,Kredi Kartı,1,6
136,Kemer,Kemer Modeli 10,Giyim,Aksesuar,264,228,37,34,0,2024-09-10,2024-09-30,Kredi Kartı,1,6
137,Güneş Gözlüğü,Güneş Gözlüğü Modeli 3,Giyim,Aksesuar,398,336,96,64,13,2024-09-18,2024-09-29,Kredi Kartı,1,6
138,Maskara,Maskara Modeli 5,Kozmetik,Makyaj,467,387,65,41,3,2024-09-21,2024-09-27,Kredi Kartı,2,7
139,Ruj,Ruj Modeli 4,Kozmetik,Makyaj,271,213,21,17,0,2024-09-14,2024-09-20,Nakit,2,7
140,Allık,Allık Modeli 1,Kozmetik,Makyaj,320,239,99,87,2,2024-09-11,2024-09-30,Nakit,2,7
141,Fondöten,Fondöten Modeli 10,Kozmetik,Makyaj,70,41,78,40,27,2024-09-06,2024-09-13,Kredi Kartı,2,7
142,Oje,Oje Modeli 2,Kozmetik,Makyaj,138,39,42,18,13,2024-09-11,2024-09-21,Nakit,2,7
143,Göz Kalemi,Göz Kalemi Modeli 1,Kozmetik,Makyaj,349,338,75,69,1,2024-09-17,2024-09-20,Kredi Kartı,2,7
144,Şampuan,Şampuan Modeli 1,Kozmetik,Kişisel Bakım,230,171,36,13,16,2024-09-07,2024-09-14,Nakit,2,8
145,Saç Kremi,Saç Kremi Modeli 3,Kozmetik,Kişisel Bakım,75,31,13,13,0,2024-09-21,2024-09-26,Kredi Kartı,2,8
146,Diş Fırçası,Diş Fırçası Modeli 3,Kozmetik,Kişisel Bakım,396,312,57,56,1,2024-09-07,2024-09-17,Nakit,2,8
147,Diş Macunu,Diş Macunu Modeli 6,Kozmetik,Kişisel Bakım,461,373,59,44,3,2024-09-27,2024-09-28,Nakit,2,8
148,Diş İpi,Diş İpi Modeli 3,Kozmetik,Kişisel Bakım,290,237,47,19,28,2024-09-11,2024-09-27,Kredi Kartı,2,8
149,Deodorant,Deodorant Modeli 4,Kozmetik,Kişisel Bakım,374,333,62,62,0,2024-09-21,2024-09-23,Nakit,2,8
150,Parfüm,Parfüm Modeli 10,Kozmetik,Kişisel Bakım,241,180,81,2,31,2024-09-29,2024-09-30,Kredi Kartı,2,8
151,Nemlendirici Krem,Nemlendirici Krem Modeli 6,Kozmetik,Kişisel Bakım,473,417,54,4,1,2024-09-08,2024-09-09,Nakit,2,8
152,Duş Jeli,Duş Jeli Modeli 2,Kozmetik,Kişisel Bakım,377,286,59,48,10,2024-09-17,2024-09-19,Kredi Kartı,2,8
153,Kese,Kese Modeli 5,Kozmetik,Kişisel Bakım,340,309,16,9,4,2024-09-12,2024-09-13,Nakit,2,8
154,Güneş Kremi,Güneş Kremi Modeli 5,Kozmetik,Kişisel Bakım,429,330,47,30,10,2024-09-13,2024-09-19,Kredi Kartı,2,8
155,Tarak,Tarak Modeli 7,Kozmetik,Kişisel Bakım,129,35,91,47,42,2024-09-02,2024-09-29,Kredi Kartı,2,8
156,Süpürge,Süpürge Modeli 10,Elektronik,Küçük Ev Aletleri,213,161,32,22,4,2024-09-16,2024-09-20,Kredi Kartı,3,9
157,Robot Süpürge,Robot Süpürge Modeli 1,Elektronik,Küçük Ev Aletleri,299,200,63,50,8,2024-09-08,2024-09-21,Kredi Kartı,3,9
158,Kahve Makinesi,Kahve Makinesi Modeli 4,Elektronik,Küçük Ev Aletleri,172,133,81,15,43,2024-09-28,2024-09-29,Kredi Kartı,3,9
159,Blender,Blender Modeli 1,Elektronik,Küçük Ev Aletleri,384,362,39,14,7,2024-09-11,2024-09-19,Nakit,3,9
160,Tost Makinesi,Tost Makinesi Modeli 8,Elektronik,Küçük Ev Aletleri,434,369,50,0,48,2024-09-14,2024-09-28,Nakit,3,9
161,Su Isıtıcı,Su Isıtıcı Modeli 4,Elektronik,Küçük Ev Aletleri,319,271,67,64,0,2024-09-24,2024-09-27,Kredi Kartı,3,9
162,Mikser,Mikser Modeli 6,Elektronik,Küçük Ev Aletleri,453,369,46,41,0,2024-09-11,2024-09-14,Kredi Kartı,3,9
163,Airfryer,Airfryer Modeli 8,Elektronik,Küçük Ev Aletleri,177,119,36,27,2,2024-09-07,2024-09-26,Kredi Kartı,3,9
164,Akıllı Saat,Akıllı Saat Modeli 5,Elektronik,Giyilebilir Teknoloji,161,122,88,13,13,2024-09-02,2024-09-10,Kredi Kartı,3,10
165,Akıllı Bileklik,Akıllı Bileklik Modeli 7,Elektronik,Giyilebilir Teknoloji,197,172,68,21,45,2024-09-02,2024-09-10,Nakit,3,10
166,Android Cep Telefon,Android Cep Telefon Modeli 1,Elektronik,Telefon,366,283,59,20,9,2024-09-28,2024-09-30,Nakit,3,11
167,iOS Cep Telefon,iOS Cep Telefon Modeli 8,Elektronik,Telefon,201,107,15,1,8,2024-09-02,2024-09-20,Kredi Kartı,3,11
168,Çamaşır Makinesi,Çamaşır Makinesi Modeli 7,Elektronik,Beyaz Eşya,352,252,24,11,5,2024-09-22,2024-09-29,Nakit,3,12
169,Bulaşık Makinesi,Bulaşık Makinesi Modeli 7,Elektronik,Beyaz Eşya,476,400,73,46,21,2024-09-04,2024-09-15,Nakit,3,12
170,Kurutma Makinesi,Kurutma Makinesi Modeli 3,Elektronik,Beyaz Eşya,165,133,31,14,8,2024-09-11,2024-09-29,Nakit,3,12
171,Derin Dondurucu,Derin Dondurucu Modeli 3,Elektronik,Beyaz Eşya,349,249,79,25,15,2024-09-05,2024-09-21,Kredi Kartı,3,12
172,Ankastre Set,Ankastre Set Modeli 8,Elektronik,Beyaz Eşya,239,157,61,15,5,2024-09-10,2024-09-13,Nakit,3,12
173,Kombi,Kombi Modeli 5,Elektronik,Beyaz Eşya,75,25,35,10,5,2024-09-05,2024-09-13,Nakit,3,12
174,Smart TV,Smart TV Modeli 1,Elektronik,Televizyon,495,461,57,34,0,2024-09-22,2024-09-24,Nakit,3,13
175,Fotoğraf Makinesi,Fotoğraf Makinesi Modeli 8,Elektronik,Kamera,480,396,90,18,20,2024-09-15,2024-09-29,Kredi Kartı,3,14
176,Aksiyon Kamera,Aksiyon Kamera Modeli 4,Elektronik,Kamera,87,28,15,7,0,2024-09-10,2024-09-26,Nakit,3,14
177,Şipşak Fotoğraf Makinesi ,Şipşak Fotoğraf Makinesi  Modeli 5,Elektronik,Kamera,145,50,56,22,2,2024-09-26,2024-09-29,Nakit,3,14
178,Telefon Kılıfı,Telefon Kılıfı Modeli 2,Elektronik,Aksesuarlar,376,309,99,22,76,2024-09-21,2024-09-29,Nakit,3,15
179,Şarj Aleti,Şarj Aleti Modeli 1,Elektronik,Aksesuarlar,375,320,67,27,19,2024-09-09,2024-09-25,Kredi Kartı,3,15
180,Powerbank,Powerbank Modeli 1,Elektronik,Aksesuarlar,239,145,82,20,43,2024-09-19,2024-09-21,Kredi Kartı,3,15
181,Kulaklık,Kulaklık Modeli 5,Elektronik,Aksesuarlar,110,35,78,17,2,2024-09-15,2024-09-25,Nakit,3,15
182,Hafıza Kartı,Hafıza Kartı Modeli 7,Elektronik,Aksesuarlar,230,166,55,31,6,2024-09-16,2024-09-20,Nakit,3,15
183,Hoparlör,Hoparlör Modeli 1,Elektronik,Aksesuarlar,390,352,78,68,10,2024-09-19,2024-09-21,Kredi Kartı,3,15
184,Projeksiyon Cihazı,Projeksiyon Cihazı Modeli 3,Elektronik,Aksesuarlar,331,264,20,20,0,2024-09-24,2024-09-25,Kredi Kartı,3,15
185,Tv Kumandası,Tv Kumandası Modeli 8,Elektronik,Aksesuarlar,241,162,63,35,11,2024-09-12,2024-09-16,Kredi Kartı,3,15
186,HDMI Kablo,HDMI Kablo Modeli 8,Elektronik,Aksesuarlar,306,216,18,13,0,2024-09-27,2024-09-30,Nakit,3,15
187,Kablo & Adaptör,Kablo & Adaptör Modeli 9,Elektronik,Aksesuarlar,296,239,45,14,24,2024-09-07,2024-09-29,Nakit,3,15
188,Tencere,Tencere Modeli 7,Ev,Sofra & Mutfak,204,169,12,8,2,2024-09-08,2024-09-16,Nakit,4,16
